direction_set,n,relative_error,log_correlation,log_mse,best_scalar,relative_error_best_scalar,permutation_pvalue_log_correlation
top_abs_eigenvalue,48.0,0.23232954196566571,0.9372681648070507,0.06013544127496307,0.9916368901298557,0.2321846768485955,0.004975124378109453
all_directions,960.0,7.899352799937219,0.05167572186053758,37.61434161235904,0.01816952986615116,0.9894269103875585,0.07462686567164178
random_directions,48.0,5.05888823073685,0.10288616423939484,33.73051801536628,0.04736987358827757,0.9690417713642925,0.22388059701492538
hessian_noise_structure,12.0,0.3529696762561798,0.32843608465301694,nan,0.11119206994771957,0.13182859271764755,nan
top_abs_train_scalar_heldout,24.0,0.24774815142154694,0.9323433753658499,nan,1.0181341638338748,0.24774815142154694,nan
