step,method,mean_projection,std_projection,ci95_low,ci95_high,mean_direction_variance,mean_path_error_to_sgd,mean_coord_1,mean_coord_2
0,sharp_top_hvp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,random_flat_proxy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,sharp_top_hvp,-0.0002993349335156381,0.0019155415939167142,-0.0007686426397413015,0.0001699727727100253,3.669299530884018e-06,0.0,-0.0002993349335156381,0.0
1,random_flat_proxy,-1.5438625268870965e-05,2.4623230274301022e-05,-2.1471316358656622e-05,-9.405934179085307e-06,3.0857594257582832e-09,0.0,-2.5115910830209032e-05,-4.144019385421416e-06
2,sharp_top_hvp,-0.00045034755021333694,0.002815734362229705,-0.0011402023956179619,0.0002395073533989489,7.928359082143288e-06,0.0,-0.00045034755021333694,0.0
2,random_flat_proxy,-2.5654398996266536e-05,3.262750033172779e-05,-3.3648138924036175e-05,-1.76606608874863e-05,5.252990931126078e-09,0.0,-4.847737363888882e-05,-3.378970177436713e-06
3,sharp_top_hvp,-0.0008973632357083261,0.0032895340118557215,-0.0017032991163432598,-9.14274132810533e-05,1.0821032446983736e-05,0.0,-0.0008973632357083261,0.0
3,random_flat_proxy,-3.708641088451259e-05,3.809468398685567e-05,-4.641960913431831e-05,-2.775321263470687e-05,8.25622148425964e-09,0.0,-6.626962567679584e-05,-8.601668923802208e-06
4,sharp_top_hvp,-0.0007654526270925999,0.0036660421174019575,-0.0016636329237371683,0.0001327277277596295,1.343986423307797e-05,0.0,-0.0007654526270925999,0.0
4,random_flat_proxy,-4.7258126869564876e-05,4.580439781420864e-05,-5.848020373377949e-05,-3.603605000535026e-05,1.2088849921099154e-08,0.0,-7.582566468045115e-05,-5.0793023547157645e-06
5,sharp_top_hvp,-0.0008383846143260598,0.004142973106354475,-0.0018534130649641156,0.00017664383631199598,1.7164225937449373e-05,0.0,-0.0008383846143260598,0.0
5,random_flat_proxy,-6.435287650674582e-05,5.390149090089835e-05,-7.755873957648873e-05,-5.114700979902409e-05,1.493486045944792e-08,0.0,-0.00010903113434324041,-1.0193410162173677e-05
6,sharp_top_hvp,-0.0011347285471856594,0.004351580049842596,-0.002200865652412176,-6.859144195914268e-05,1.893625085358508e-05,0.0,-0.0011347285471856594,0.0
6,random_flat_proxy,-7.633859058842063e-05,6.104440399212763e-05,-9.129446698352695e-05,-6.138271419331431e-05,1.9353898039753403e-08,0.0,-0.0001282685698242858,-1.0287593795510475e-05
7,sharp_top_hvp,-0.0009050244698300958,0.004658065270632505,-0.002046250505372882,0.00023620156571269035,2.1697571355616674e-05,0.0,-0.0009050244698300958,0.0
7,random_flat_proxy,-9.105866774916649e-05,6.868846685392782e-05,-0.00010788734653033316,-7.422998896799982e-05,2.378119745571894e-08,0.0,-0.00015722040552645922,-1.360875103273429e-05
8,sharp_top_hvp,-0.0008164547616615891,0.005163757596164942,-0.0020815753377974033,0.00044866593088954687,2.666438558662776e-05,0.0,-0.0008164547616615891,0.0
8,random_flat_proxy,-0.00010406320507172495,6.943092739675194e-05,-0.00012107378279324621,-8.705262735020369e-05,2.8253749562168196e-08,0.0,-0.00017517557716928422,-1.8997649021912366e-05
9,sharp_top_hvp,-0.0013090830761939287,0.005820650141686201,-0.0027351423632353544,0.00011697621084749699,3.387996548553929e-05,0.0,-0.0013090830761939287,0.0
9,random_flat_proxy,-0.00011321023339405656,6.946862413315102e-05,-0.00013023005158174783,-9.61904224823229e-05,2.9928138189916353e-08,0.0,-0.00019154089386574924,-2.7829133614432067e-05
10,sharp_top_hvp,-0.001586151891387999,0.006121690850704908,-0.003085966221988201,-8.633756078779697e-05,3.747508890228346e-05,0.0,-0.001586151891387999,0.0
