epoch,step,train_loss,train_accuracy,test_loss,test_accuracy,runtime_seconds
69,276,2.2905514240264893,0.134765625,2.298112154006958,0.126,7.160071166988928
70,280,2.2905490398406982,0.134765625,2.297776222229004,0.126,7.260213834000751
71,284,2.2905731201171875,0.134765625,2.2974859476089478,0.126,7.35963374999119
72,288,2.2905495166778564,0.134765625,2.2971675395965576,0.126,7.459129708993714
73,292,2.2905054092407227,0.134765625,2.2972830533981323,0.126,7.559258583991323
74,296,2.2904763221740723,0.134765625,2.2973839044570923,0.126,7.6593708749860525
75,300,2.2904112339019775,0.134765625,2.297770380973816,0.126,7.759312834008597
76,304,2.2903926372528076,0.134765625,2.2976577281951904,0.126,7.858791416976601
77,308,2.290360689163208,0.134765625,2.2978187799453735,0.126,7.960632291971706
78,312,2.290363073348999,0.134765625,2.297720193862915,0.126,8.060114666994195
79,316,2.2903096675872803,0.134765625,2.2976895570755005,0.126,8.159999333962332
80,320,2.2902474403381348,0.134765625,2.297340750694275,0.126,8.264193916984368
81,324,2.2902400493621826,0.134765625,2.297655701637268,0.126,8.36420424998505
82,328,2.290205478668213,0.134765625,2.297920346260071,0.126,8.465875166992191
83,332,2.290189266204834,0.134765625,2.297869324684143,0.126,8.567631917016115
84,336,2.290194034576416,0.134765625,2.297761917114258,0.126,8.669027166964952
85,340,2.2902228832244873,0.134765625,2.297694206237793,0.126,8.771756291971542
86,344,2.2901835441589355,0.134765625,2.29738986492157,0.126,8.873777791974135
87,348,2.2900822162628174,0.134765625,2.2978036403656006,0.126,8.975879542005714
88,352,2.290076494216919,0.134765625,2.2980374097824097,0.126,9.076272333972156
89,356,2.290005922317505,0.134765625,2.2978012561798096,0.126,9.17685954197077
90,360,2.289984703063965,0.134765625,2.2977432012557983,0.126,9.277291667007376
91,364,2.289961338043213,0.134765625,2.2976415157318115,0.126,9.377012374985497
92,368,2.2899363040924072,0.134765625,2.2977253198623657,0.126,9.476849958999082
93,372,2.2898902893066406,0.134765625,2.2977665662765503,0.126,9.576015917002223
94,376,2.2898826599121094,0.134765625,2.2975903749465942,0.126,9.677304167009424
95,380,2.2898333072662354,0.134765625,2.297761559486389,0.126,9.777536541980226
96,384,2.289794921875,0.134765625,2.297734498977661,0.126,9.904804749996401
97,388,2.289764642715454,0.134765625,2.2976388931274414,0.126,10.008857166976668
98,392,2.2897348403930664,0.134765625,2.2975690364837646,0.126,10.109414750011638
99,396,2.2897050380706787,0.134765625,2.297864317893982,0.126,10.209105584013741
100,400,2.2896833419799805,0.134765625,2.2977914810180664,0.126,10.308686958975159
101,404,2.28963303565979,0.134765625,2.2976925373077393,0.126,10.408037083980162
102,408,2.289579153060913,0.134765625,2.297793388366699,0.126,10.508619375003036
103,412,2.289539337158203,0.134765625,2.297816514968872,0.126,10.60855858400464
104,416,2.289490222930908,0.134765625,2.2976497411727905,0.126,10.709938167012297
105,420,2.289473056793213,0.134765625,2.2976640462875366,0.126,10.810897249961272
106,424,2.2894232273101807,0.134765625,2.297699451446533,0.126,10.9102268749848
107,428,2.2893898487091064,0.134765625,2.297715663909912,0.126,11.01150633400539
108,432,2.2893478870391846,0.134765625,2.297632932662964,0.126,11.11367212497862
109,436,2.2893238067626953,0.134765625,2.2976337671279907,0.126,11.21344845899148
110,440,2.2893190383911133,0.134765625,2.297643542289734,0.126,11.31559237500187
111,444,2.28928279876709,0.134765625,2.2975778579711914,0.126,11.415040083986241
112,448,2.2893011569976807,0.134765625,2.2973889112472534,0.126,11.514590459002648
113,452,2.289235830307007,0.134765625,2.2974424362182617,0.126,11.61567616701359
114,456,2.2892024517059326,0.134765625,2.297447085380554,0.126,11.714522166992538
115,460,2.289107322692871,0.134765625,2.2973127365112305,0.126,11.81768962496426
116,464,2.2890498638153076,0.134765625,2.2972251176834106,0.126,11.917945124965627
117,468,2.28897762298584,0.134765625,2.297159433364868,0.126,12.018894959008321
118,472,2.2890172004699707,0.134765625,2.2974222898483276,0.126,12.122325083997566
119,476,2.2888970375061035,0.134765625,2.297110915184021,0.126,12.223531166964676
120,480,2.2888524532318115,0.134765625,2.296871781349182,0.126,12.324141958961263
121,484,2.2887747287750244,0.134765625,2.297045111656189,0.126,12.425904167001136
122,488,2.288736581802368,0.134765625,2.296941041946411,0.126,12.527617792016827
123,492,2.2886242866516113,0.134765625,2.2966686487197876,0.126,12.628375708998647
124,496,2.2885732650756836,0.134765625,2.296864867210388,0.126,12.73113554198062
125,500,2.288479804992676,0.134765625,2.2968627214431763,0.126,12.835609208967071
126,504,2.288389205932617,0.134765625,2.296905040740967,0.126,12.936026374984067
127,508,2.2883386611938477,0.134765625,2.2970420122146606,0.126,13.035749333968852
128,512,2.288315534591675,0.134765625,2.2968456745147705,0.126,13.135575624997728
129,516,2.288238048553467,0.134765625,2.296652317047119,0.126,13.237451208988205
130,520,2.288188934326172,0.134765625,2.2968822717666626,0.126,13.340179916995112
131,524,2.288120985031128,0.134765625,2.2966129779815674,0.126,13.440808166982606
132,528,2.2880420684814453,0.134765625,2.296690344810486,0.126,13.543598374992143
133,532,2.2879559993743896,0.134765625,2.296818494796753,0.126,13.644043584004976
134,536,2.287839651107788,0.134765625,2.296716094017029,0.126,13.747284833982121
135,540,2.2877278327941895,0.134765625,2.2966015338897705,0.126,13.851314208994154
136,544,2.287628650665283,0.134765625,2.29641854763031,0.126,13.95085816696519
137,548,2.2874975204467773,0.134765625,2.29616916179657,0.126,14.052587584010325
138,552,2.2874200344085693,0.134765625,2.296194553375244,0.126,14.15347187500447
139,556,2.287317991256714,0.134765625,2.295640230178833,0.126,14.25515387498308
140,560,2.2872073650360107,0.134765625,2.2957767248153687,0.126,14.356115333968773
141,564,2.287113666534424,0.134765625,2.295626640319824,0.126,14.457595083978958
142,568,2.28696346282959,0.134765625,2.295441150665283,0.126,14.557687749969773
143,572,2.2868833541870117,0.134765625,2.294832706451416,0.126,14.658823125006165
144,576,2.2867650985717773,0.134765625,2.2948158979415894,0.126,14.760818834009115
145,580,2.2865216732025146,0.134765625,2.2945698499679565,0.126,14.860791250015609
146,584,2.2864153385162354,0.134765625,2.294305920600891,0.126,14.961302916985005
147,588,2.28627872467041,0.134765625,2.294330596923828,0.126,15.064186125004198
148,592,2.286184787750244,0.134765625,2.2943665981292725,0.126,15.16473291697912
149,596,2.286099433898926,0.134765625,2.2939867973327637,0.126,15.266348499979358
150,600,2.285961389541626,0.134765625,2.2940717935562134,0.126,15.387443166982848
151,604,2.2857556343078613,0.134765625,2.2937885522842407,0.126,15.49054679198889
152,608,2.285614490509033,0.134765625,2.293970465660095,0.126,15.594917749986053
153,612,2.2855148315429688,0.134765625,2.294035315513611,0.126,15.699966459011193
154,616,2.2852582931518555,0.134765625,2.2941089868545532,0.126,15.801265874993987
155,620,2.284944534301758,0.134765625,2.294045567512512,0.126,15.904064708971418
156,624,2.284734010696411,0.134765625,2.293905735015869,0.126,16.00634354201611
157,628,2.2845399379730225,0.134765625,2.2936309576034546,0.126,16.108306834008545
158,632,2.284257411956787,0.134765625,2.293097734451294,0.126,16.20915645896457
159,636,2.2840683460235596,0.134765625,2.292895197868347,0.126,16.310946625017095
160,640,2.2837579250335693,0.134765625,2.2925543785095215,0.126,16.412853042013012
161,644,2.283517360687256,0.134765625,2.2922046184539795,0.126,16.51469066698337
162,648,2.283134937286377,0.134765625,2.2920948266983032,0.126,16.617402541975025
163,652,2.2829885482788086,0.134765625,2.2921347618103027,0.126,16.71786858397536
164,656,2.2826666831970215,0.134765625,2.2919589281082153,0.126,16.822344333981164
165,660,2.2823212146759033,0.134765625,2.291738748550415,0.126,16.934523583971895
166,664,2.2819435596466064,0.134765625,2.2911665439605713,0.126,17.047714874963276
167,668,2.281637191772461,0.134765625,2.290803074836731,0.126,17.155139666981995
168,672,2.2812843322753906,0.134765625,2.289888024330139,0.127,17.262853291991632
169,676,2.2809600830078125,0.134765625,2.2897117137908936,0.127,17.369594166986644
170,680,2.2805583477020264,0.134765625,2.2893253564834595,0.126,17.47637454199139
171,684,2.2802348136901855,0.134765625,2.2890855073928833,0.126,17.585340791963972
172,688,2.2797813415527344,0.134765625,2.2890756130218506,0.127,17.691922916972544
173,692,2.279324531555176,0.134765625,2.2887003421783447,0.128,17.804130250005983
174,696,2.278820514678955,0.13671875,2.2884488105773926,0.129,17.91128362499876
175,700,2.2783918380737305,0.13671875,2.2880711555480957,0.129,18.015626708976924
176,704,2.277921199798584,0.13671875,2.28818142414093,0.129,18.12128770898562
177,708,2.277405261993408,0.140625,2.2878217697143555,0.13,18.225973583990708
178,712,2.276857376098633,0.146484375,2.287748336791992,0.132,18.33412958396366
179,716,2.2762138843536377,0.146484375,2.286575436592102,0.132,18.438348208961543
180,720,2.2755324840545654,0.166015625,2.2855335474014282,0.135,18.562421292008366
181,724,2.275007963180542,0.16796875,2.285520315170288,0.136,18.695227916992735
182,728,2.2743895053863525,0.171875,2.2848377227783203,0.136,18.800550459010992
183,732,2.2737770080566406,0.16796875,2.28416907787323,0.136,18.905853333999403
184,736,2.2731595039367676,0.17578125,2.2837271690368652,0.137,19.009645666985307
185,740,2.272282600402832,0.19140625,2.2829465866088867,0.143,19.113866708998103
186,744,2.2715983390808105,0.18359375,2.282688021659851,0.142,19.219839875004254
187,748,2.2707278728485107,0.193359375,2.2816121578216553,0.147,19.3268997920095
188,752,2.2700300216674805,0.193359375,2.2813719511032104,0.147,19.434765917016193
189,756,2.269254446029663,0.201171875,2.280555248260498,0.152,19.537967916985508
190,760,2.2682840824127197,0.193359375,2.279321789741516,0.148,19.646566834009718
191,764,2.267352819442749,0.201171875,2.2783875465393066,0.149,19.758215542009566
192,768,2.2665417194366455,0.197265625,2.2780518531799316,0.149,19.865929958992638
193,772,2.2654953002929688,0.201171875,2.2766828536987305,0.151,19.972293792001437
194,776,2.2643959522247314,0.208984375,2.27596652507782,0.155,20.080096249992494
195,780,2.263214588165283,0.2109375,2.2748265266418457,0.162,20.18652262497926
196,784,2.2622456550598145,0.212890625,2.2735930681228638,0.166,20.29629124997882
197,788,2.260984182357788,0.2109375,2.2719348669052124,0.169,20.410588999977335
198,792,2.259824752807617,0.2109375,2.2712507247924805,0.164,20.518922541989014
199,796,2.258570671081543,0.2109375,2.2699472904205322,0.162,20.62529875000473
200,800,2.2571990489959717,0.212890625,2.2694003582000732,0.17,20.73312295897631
201,804,2.2556819915771484,0.2109375,2.2678884267807007,0.173,20.8384869589936
202,808,2.2544431686401367,0.2109375,2.267531633377075,0.169,20.944340874964837
203,812,2.25346040725708,0.2109375,2.266250491142273,0.162,21.049411959014833
204,816,2.252047538757324,0.212890625,2.2656514644622803,0.165,21.154220374999568
205,820,2.25081467628479,0.2109375,2.265196204185486,0.164,21.260052374971565
206,824,2.24916410446167,0.2109375,2.2634485960006714,0.164,21.37065741699189
207,828,2.2475814819335938,0.2109375,2.2618826627731323,0.164,21.476101666979957
208,832,2.245900869369507,0.212890625,2.260749340057373,0.167,21.583388458995614
209,836,2.244317054748535,0.2109375,2.25954270362854,0.165,21.703643333981745
210,840,2.242377758026123,0.2109375,2.2579314708709717,0.173,21.809342209016904
211,844,2.240844488143921,0.212890625,2.2560226917266846,0.166,21.91769520897651
212,848,2.238945960998535,0.208984375,2.2544023990631104,0.174,22.02583629201399
213,852,2.2372918128967285,0.212890625,2.2529903650283813,0.18,22.132125417003408
214,856,2.235537528991699,0.2109375,2.2512047290802,0.178,22.239993083989248
215,860,2.2334654331207275,0.208984375,2.2503143548965454,0.175,22.347386959008873
216,864,2.2313575744628906,0.21484375,2.2481110095977783,0.18,22.453763249970507
217,868,2.2293989658355713,0.208984375,2.2452577352523804,0.194,22.562619042000733
218,872,2.2274370193481445,0.220703125,2.2438793182373047,0.197,22.668013042013627
219,876,2.225489854812622,0.212890625,2.2417608499526978,0.207,22.773818249988835
220,880,2.223334312438965,0.220703125,2.2399667501449585,0.205,22.88016579201212
221,884,2.2206122875213623,0.21875,2.2392741441726685,0.191,22.98842245899141
222,888,2.2185239791870117,0.220703125,2.2374449968338013,0.199,23.097078208986204
223,892,2.2156522274017334,0.212890625,2.2348111867904663,0.192,23.204421833972447
224,896,2.2127552032470703,0.208984375,2.2338751554489136,0.178,23.31254691700451
225,900,2.21025013923645,0.201171875,2.2322041988372803,0.18,23.418074666988105
226,904,2.207681894302368,0.201171875,2.231548309326172,0.182,23.522364333970472
227,908,2.206418514251709,0.19140625,2.230520725250244,0.188,23.62714637501631
228,912,2.202094078063965,0.201171875,2.227120876312256,0.18,23.734213459014427
229,916,2.19869327545166,0.21484375,2.2247283458709717,0.176,23.842038000002503
230,920,2.1960127353668213,0.208984375,2.222812294960022,0.173,23.94983408396365
231,924,2.19332218170166,0.2109375,2.2209423780441284,0.178,24.05696524999803
232,928,2.190282106399536,0.2109375,2.219861626625061,0.178,24.163067209010478
233,932,2.187260150909424,0.2109375,2.21799635887146,0.185,24.271086041990202
234,936,2.184446334838867,0.220703125,2.215416669845581,0.187,24.375501208996866
235,940,2.1816556453704834,0.216796875,2.2117953300476074,0.194,24.483612874988467
236,944,2.1784770488739014,0.2265625,2.2098047733306885,0.191,24.589366792002693
237,948,2.17557692527771,0.220703125,2.208218216896057,0.19,24.698045791999903
238,952,2.1725401878356934,0.22265625,2.207188844680786,0.19,24.80282745900331
239,956,2.169240951538086,0.224609375,2.2044601440429688,0.187,24.908798499964178
240,960,2.165602922439575,0.220703125,2.202674150466919,0.187,25.014650749973953
241,964,2.163336992263794,0.224609375,2.2016656398773193,0.197,25.118758916971274
242,968,2.1587843894958496,0.232421875,2.197901487350464,0.195,25.224749833985697
243,972,2.156120538711548,0.21484375,2.196953058242798,0.206,25.33164020901313
244,976,2.1567938327789307,0.1953125,2.19610059261322,0.21,25.438440249999985
245,980,2.149935722351074,0.2109375,2.193275809288025,0.198,25.546460333978757
246,984,2.1466128826141357,0.22265625,2.193008780479431,0.193,25.6824263749877
247,988,2.1431057453155518,0.224609375,2.191314935684204,0.191,25.792147291998845
248,992,2.139634847640991,0.2265625,2.1895997524261475,0.19,25.900356917001773
249,996,2.136601448059082,0.220703125,2.1881858110427856,0.194,26.007445249997545
250,1000,2.1326563358306885,0.21484375,2.187363624572754,0.193,26.115777666971553
251,1004,2.1306073665618896,0.220703125,2.186728358268738,0.186,26.226467458996922
252,1008,2.1263515949249268,0.216796875,2.184717297554016,0.185,26.335404374985956
253,1012,2.12164568901062,0.2109375,2.182177782058716,0.187,26.443987792008556
254,1016,2.1186435222625732,0.220703125,2.179977297782898,0.187,26.552409833995625
255,1020,2.1157615184783936,0.224609375,2.1783533096313477,0.192,26.65886041696649
256,1024,2.111936569213867,0.22265625,2.179842233657837,0.192,26.768004624987952
257,1028,2.1092166900634766,0.220703125,2.1776903867721558,0.192,26.876059959002305
258,1032,2.1065475940704346,0.232421875,2.1743004322052,0.2,26.984050666971598
259,1036,2.102962017059326,0.2421875,2.1730029582977295,0.193,27.093121416983195
260,1040,2.0996148586273193,0.23828125,2.1697674989700317,0.19,27.203558875015005
261,1044,2.098141670227051,0.220703125,2.1708106994628906,0.199,27.313033999991603
262,1048,2.0966968536376953,0.220703125,2.1732029914855957,0.195,27.422034874965902
263,1052,2.0911705493927,0.23046875,2.172089099884033,0.183,27.530783624970354
264,1056,2.0868048667907715,0.23046875,2.170967936515808,0.18,27.6400191669818
265,1060,2.084843635559082,0.2265625,2.1701743602752686,0.189,27.749406167014968
266,1064,2.0791096687316895,0.2265625,2.167635440826416,0.186,27.859538249962498
267,1068,2.0772576332092285,0.228515625,2.1664106845855713,0.189,27.970365250017494
268,1072,2.072506904602051,0.23046875,2.1635857820510864,0.194,28.080819625000004
269,1076,2.0698516368865967,0.24609375,2.161225914955139,0.201,28.189971834013704
270,1080,2.068000078201294,0.2265625,2.1616615056991577,0.185,28.29912699997658
271,1084,2.064896583557129,0.224609375,2.1613667011260986,0.195,28.407331458991393
272,1088,2.0624563694000244,0.240234375,2.1587060689926147,0.193,28.51639708399307
273,1092,2.057929515838623,0.244140625,2.158700704574585,0.2,28.625864458968863
274,1096,2.0548295974731445,0.240234375,2.1582863330841064,0.2,28.734210458991583
275,1100,2.0508992671966553,0.23828125,2.1560866832733154,0.201,28.842700292007066
276,1104,2.0481438636779785,0.234375,2.1587326526641846,0.201,28.95351808401756
277,1108,2.0453648567199707,0.244140625,2.1575878858566284,0.192,29.061219458992127
278,1112,2.0426888465881348,0.248046875,2.1532838344573975,0.206,29.171185874962248
279,1116,2.0396482944488525,0.23828125,2.154694080352783,0.2,29.278585334017407
280,1120,2.037179708480835,0.244140625,2.154173731803894,0.211,29.385854749998543
281,1124,2.0330393314361572,0.265625,2.1508491039276123,0.202,29.49255450000055
282,1128,2.0304043292999268,0.26171875,2.1487646102905273,0.2,29.5981485840166
283,1132,2.0274271965026855,0.255859375,2.146842837333679,0.196,29.706392291991506
284,1136,2.0240354537963867,0.279296875,2.1492385864257812,0.193,29.813505333964713
285,1140,2.01986026763916,0.26171875,2.1506412029266357,0.194,29.921668874972966
286,1144,2.0179860591888428,0.255859375,2.1516257524490356,0.187,30.028777249972336
287,1148,2.017310619354248,0.259765625,2.156550407409668,0.185,30.135815333982464
288,1152,2.013343572616577,0.25,2.1502585411071777,0.203,30.245852416963317
289,1156,2.0084803104400635,0.263671875,2.1504496335983276,0.189,30.35275866696611
290,1160,2.009490489959717,0.24609375,2.150870680809021,0.198,30.461168584006373
291,1164,2.007002353668213,0.263671875,2.1519272327423096,0.187,30.57037437497638
292,1168,1.999164342880249,0.25,2.1424360275268555,0.199,30.676858916995116
293,1172,1.9963040351867676,0.267578125,2.1380152702331543,0.205,30.787215499964077
294,1176,1.99517822265625,0.2578125,2.1350913047790527,0.215,30.894586124981288
295,1180,1.9912391901016235,0.287109375,2.1367921829223633,0.205,31.001069416990504
296,1184,1.9864904880523682,0.283203125,2.13461697101593,0.208,31.10550195898395
297,1188,1.9846733808517456,0.267578125,2.136465311050415,0.206,31.211882166971918
298,1192,1.9836466312408447,0.26953125,2.1348265409469604,0.224,31.319652166974265
299,1196,1.9876748323440552,0.265625,2.138316035270691,0.217,31.430652041977737
300,1200,1.9783819913864136,0.279296875,2.1326876878738403,0.204,31.540194708970375
301,1204,1.9731067419052124,0.287109375,2.1254825592041016,0.214,31.647895834001247
302,1208,1.9771196842193604,0.283203125,2.132665514945984,0.19,31.75509108399274
303,1212,1.9687260389328003,0.28125,2.125210404396057,0.211,31.863891416986007
304,1216,1.9686959981918335,0.267578125,2.1223820447921753,0.205,31.97269220900489
305,1220,1.9617249965667725,0.271484375,2.122576355934143,0.207,32.084116042009555
306,1224,1.9785125255584717,0.240234375,2.129031777381897,0.225,32.191758874978404
307,1228,1.9572945833206177,0.28125,2.1163641214370728,0.201,32.30074837501161
308,1232,1.9663416147232056,0.25390625,2.122199773788452,0.215,32.40900754200993
309,1236,1.952341914176941,0.279296875,2.109941005706787,0.206,32.518428749986924
310,1240,1.9516278505325317,0.294921875,2.1086031198501587,0.219,32.62706749996869
311,1244,1.94649076461792,0.302734375,2.106486439704895,0.22,32.7363111670129
312,1248,1.9450424909591675,0.283203125,2.109318733215332,0.219,32.84669233398745
313,1252,1.9545743465423584,0.296875,2.11871337890625,0.205,32.95460233400809
314,1256,1.9406273365020752,0.263671875,2.1014760732650757,0.233,33.06360733398469
315,1260,1.94622802734375,0.26171875,2.1101198196411133,0.227,33.17021754197776
316,1264,1.9318344593048096,0.28515625,2.1063363552093506,0.209,33.27949804201489
317,1268,1.9296822547912598,0.28125,2.103419542312622,0.227,33.388044583960436
318,1272,1.9292467832565308,0.279296875,2.098056435585022,0.226,33.49586866697064
319,1276,1.9242521524429321,0.28515625,2.0997859239578247,0.208,33.60242766700685
320,1280,1.9234565496444702,0.302734375,2.0963032245635986,0.211,33.70872379199136
321,1284,1.921895980834961,0.283203125,2.099608302116394,0.219,33.819714042008854
322,1288,1.9419385194778442,0.25390625,2.1131162643432617,0.224,33.92950991698308
323,1292,1.9292818307876587,0.291015625,2.110453963279724,0.204,34.04108699999051
324,1296,1.9106365442276,0.3046875,2.093064308166504,0.228,34.151756084000226
325,1300,1.9248608350753784,0.28515625,2.1009639501571655,0.224,34.25926870899275
326,1304,1.9072121381759644,0.302734375,2.09319806098938,0.222,34.3666723339702
327,1308,1.9025219678878784,0.31640625,2.083478331565857,0.233,34.47436262498377
328,1312,1.8993844985961914,0.328125,2.079714775085449,0.236,34.581819667015225
329,1316,1.925107717514038,0.287109375,2.1125869750976562,0.217,34.69665829197038
330,1320,1.9011144638061523,0.294921875,2.084795117378235,0.214,34.91129366698442
331,1324,1.9016196727752686,0.302734375,2.0845046043395996,0.216,35.02304133400321
332,1328,1.89409339427948,0.30078125,2.0636266469955444,0.221,35.13529404200381
333,1332,1.88861882686615,0.310546875,2.056122303009033,0.241,35.245126124995295
334,1336,1.882232427597046,0.302734375,2.0578516721725464,0.223,35.358870124968234
335,1340,1.8791496753692627,0.3125,2.0593525171279907,0.239,35.47108379198471
336,1344,1.8792238235473633,0.310546875,2.057032823562622,0.226,35.58282687497558
337,1348,1.8753803968429565,0.31640625,2.0574800968170166,0.233,35.69426816696068
338,1352,1.8729819059371948,0.3046875,2.0548442602157593,0.226,35.806958583998494
339,1356,1.8758282661437988,0.298828125,2.058545708656311,0.254,35.95946362498216
340,1360,1.86849045753479,0.296875,2.0590604543685913,0.232,36.071340499969665
341,1364,1.860799789428711,0.30859375,2.043618679046631,0.237,36.183371541963425
342,1368,1.858384132385254,0.302734375,2.043532609939575,0.251,36.2963927090168
343,1372,1.8603607416152954,0.328125,2.046119451522827,0.238,36.410210000001825
344,1376,1.8488446474075317,0.3125,2.043037533760071,0.228,36.51658595900517
345,1380,1.8455342054367065,0.3203125,2.0353020429611206,0.232,36.62733337498503
346,1384,1.8491501808166504,0.30859375,2.0368088483810425,0.232,36.74001970898826
347,1388,1.8448704481124878,0.31640625,2.026622176170349,0.263,36.85240979201626
348,1392,1.8354661464691162,0.345703125,2.0201992988586426,0.261,36.96439008397283
349,1396,1.8431802988052368,0.333984375,2.0241968631744385,0.232,37.075314458983485
350,1400,1.8360867500305176,0.28125,2.0250697135925293,0.245,37.18633295898326
351,1404,1.8643001317977905,0.2734375,2.038144111633301,0.268,37.29739908396732
