method,step,mean_error,covariance_error,negative_log_likelihood
A_standard,0,0.02594125126065685,0.15395687416616854,-6.71107817481096
B_corrected_drift_only,0,0.004159016914409806,0.15445359284094645,-6.947386696554064
C_wrong_raw_covariance,0,0.023979638302622015,10.335900194175494,-5.886848313511376
D_full_corrected,0,0.004550587755069326,0.17155888037707137,-6.937397476751089
