step,method,lr,batch_size,bucket,mean_projection,std_projection,ci95_low,ci95_high,mean_direction_variance
120,sharp_lr=0.0125_B=64,0.0125,64,sharp,0.0020222216844558716,0.0017879630904644728,0.0,0.0,3.455677870078944e-05
130,sharp_lr=0.0125_B=64,0.0125,64,sharp,0.001846253639087081,0.0018140248721465468,0.0,0.0,3.8050373404985294e-05
140,sharp_lr=0.0125_B=64,0.0125,64,sharp,0.0016637722728773952,0.0023143126163631678,0.0,0.0,4.7894835006445646e-05
150,sharp_lr=0.0125_B=64,0.0125,64,sharp,0.0018666229443624616,0.0025239617098122835,0.0,0.0,4.8447222070535645e-05
160,sharp_lr=0.0125_B=64,0.0125,64,sharp,0.0017341556958854198,0.002699516247957945,0.0,0.0,4.87337056256365e-05
170,sharp_lr=0.0125_B=64,0.0125,64,sharp,0.0017708318773657084,0.0026450129225850105,0.0,0.0,4.917243495583534e-05
180,sharp_lr=0.0125_B=64,0.0125,64,sharp,0.002010512165725231,0.0025224124547094107,0.0,0.0,4.998958684154786e-05
190,sharp_lr=0.0125_B=64,0.0125,64,sharp,0.0022457141894847155,0.002750647719949484,0.0,0.0,5.8110232203034684e-05
200,sharp_lr=0.0125_B=64,0.0125,64,sharp,0.0025565524119883776,0.0026930200401693583,0.0,0.0,5.705562580260448e-05
0,flat_lr=0.025_B=64,0.025,64,flat,0.0,0.0,0.0,0.0,0.0
10,flat_lr=0.025_B=64,0.025,64,flat,2.1058903598714096e-07,6.981597380217863e-07,0.0,0.0,9.679921794680801e-13
20,flat_lr=0.025_B=64,0.025,64,flat,4.48251682882983e-07,8.165679901139811e-07,0.0,0.0,1.273001560934961e-12
30,flat_lr=0.025_B=64,0.025,64,flat,6.623010904149851e-07,9.404024581272097e-07,0.0,0.0,1.9258123741539013e-12
40,flat_lr=0.025_B=64,0.025,64,flat,1.489159103584825e-06,1.1949010740863741e-06,0.0,0.0,3.0438548816874578e-12
50,flat_lr=0.025_B=64,0.025,64,flat,1.3845997273165267e-06,1.7487793684267672e-06,0.0,0.0,6.433499566416145e-12
60,flat_lr=0.025_B=64,0.025,64,flat,1.5139838751565549e-06,1.7456661680625984e-06,0.0,0.0,5.841572017772911e-12
70,flat_lr=0.025_B=64,0.025,64,flat,1.9174112821929157e-06,1.6890601273189532e-06,0.0,0.0,5.679432618643787e-12
80,flat_lr=0.025_B=64,0.025,64,flat,2.263745955133345e-06,1.7747204310580855e-06,0.0,0.0,6.218392554352414e-12
90,flat_lr=0.025_B=64,0.025,64,flat,2.161061729566427e-06,2.0293327906983905e-06,0.0,0.0,8.36691219779917e-12
100,flat_lr=0.025_B=64,0.025,64,flat,2.3084814984031254e-06,2.0090137695660815e-06,0.0,0.0,8.63298928871492e-12
110,flat_lr=0.025_B=64,0.025,64,flat,2.7807473088614643e-06,2.0441668766579824e-06,0.0,0.0,8.71573733324249e-12
120,flat_lr=0.025_B=64,0.025,64,flat,2.877972747228341e-06,2.0783948002645047e-06,0.0,0.0,8.77166134866103e-12
130,flat_lr=0.025_B=64,0.025,64,flat,2.7194323592993896e-06,2.2833507955510868e-06,0.0,0.0,1.0883488554824794e-11
140,flat_lr=0.025_B=64,0.025,64,flat,2.685355639187037e-06,2.3245954707817873e-06,0.0,0.0,1.1405276896525596e-11
150,flat_lr=0.025_B=64,0.025,64,flat,3.010737600561697e-06,2.0012712411698885e-06,0.0,0.0,8.812956441006659e-12
160,flat_lr=0.025_B=64,0.025,64,flat,3.2349801131204003e-06,2.188920689150109e-06,0.0,0.0,1.1110133646408116e-11
170,flat_lr=0.025_B=64,0.025,64,flat,3.4637128010217566e-06,2.3072586827765917e-06,0.0,0.0,1.2002129325117128e-11
180,flat_lr=0.025_B=64,0.025,64,flat,3.7356549000833184e-06,2.2240501493797638e-06,0.0,0.0,1.141737399068532e-11
190,flat_lr=0.025_B=64,0.025,64,flat,3.544118499121396e-06,2.527222932258155e-06,0.0,0.0,1.408523644941262e-11
200,flat_lr=0.025_B=64,0.025,64,flat,3.478962753433734e-06,2.8844874577771407e-06,0.0,0.0,1.7378752950603094e-11
0,sharp_lr=0.025_B=64,0.025,64,sharp,0.0,0.0,0.0,0.0,0.0
10,sharp_lr=0.025_B=64,0.025,64,sharp,-6.3897264226397965e-06,0.0010641408152878284,0.0,0.0,1.1249462659179699e-05
20,sharp_lr=0.025_B=64,0.025,64,sharp,-6.011000368744135e-05,0.0018765879794955254,0.0,0.0,2.0797187971766107e-05
30,sharp_lr=0.025_B=64,0.025,64,sharp,3.323662531329319e-05,0.002492284867912531,0.0,0.0,3.249941801186651e-05
40,sharp_lr=0.025_B=64,0.025,64,sharp,1.195973436551867e-05,0.0016437489539384842,0.0,0.0,4.111547605134547e-05
50,sharp_lr=0.025_B=64,0.025,64,sharp,0.0006919786683283746,0.0019995016045868397,0.0,0.0,5.278420212562196e-05
60,sharp_lr=0.025_B=64,0.025,64,sharp,0.0011665582424029708,0.0020755426958203316,0.0,0.0,6.145124643808231e-05
70,sharp_lr=0.025_B=64,0.025,64,sharp,0.0016267909668385983,0.002683417871594429,0.0,0.0,6.912914250278845e-05
80,sharp_lr=0.025_B=64,0.025,64,sharp,0.002139386022463441,0.0031339223496615887,0.0,0.0,7.377215661108494e-05
90,sharp_lr=0.025_B=64,0.025,64,sharp,0.0027485128957778215,0.00380988628603518,0.0,0.0,8.342559885932133e-05
100,sharp_lr=0.025_B=64,0.025,64,sharp,0.0033508369233459234,0.0037439679726958275,0.0,0.0,8.662015898153186e-05
110,sharp_lr=0.025_B=64,0.025,64,sharp,0.003473861375823617,0.0034516346640884876,0.0,0.0,0.00010714153904700652
120,sharp_lr=0.025_B=64,0.025,64,sharp,0.0035961559042334557,0.003221707185730338,0.0,0.0,0.00011567553883651271
130,sharp_lr=0.025_B=64,0.025,64,sharp,0.0031536633614450693,0.0032521290704607964,0.0,0.0,0.0001260076678590849
140,sharp_lr=0.025_B=64,0.025,64,sharp,0.002704294165596366,0.004285427276045084,0.0,0.0,0.00015912891831248999
150,sharp_lr=0.025_B=64,0.025,64,sharp,0.003033397952094674,0.004570942372083664,0.0,0.0,0.00015710617299191654
160,sharp_lr=0.025_B=64,0.025,64,sharp,0.0026982580311596394,0.0048595028929412365,0.0,0.0,0.00015317827637773007
170,sharp_lr=0.025_B=64,0.025,64,sharp,0.0027076154947280884,0.0046443152241408825,0.0,0.0,0.0001492660230724141
180,sharp_lr=0.025_B=64,0.025,64,sharp,0.0031129312701523304,0.004327884875237942,0.0,0.0,0.00014899668167345226
190,sharp_lr=0.025_B=64,0.025,64,sharp,0.003512660739943385,0.004749863408505917,0.0,0.0,0.00017271349497605115
200,sharp_lr=0.025_B=64,0.025,64,sharp,0.00405854219570756,0.004605335649102926,0.0,0.0,0.0001647281605983153
0,flat_lr=0.05_B=64,0.05,64,flat,0.0,0.0,0.0,0.0,0.0
10,flat_lr=0.05_B=64,0.05,64,flat,4.2595286231517093e-07,1.4002171155880205e-06,0.0,0.0,3.889000232959461e-12
20,flat_lr=0.05_B=64,0.05,64,flat,9.004979801829904e-07,1.6310184491885593e-06,0.0,0.0,5.095434924690112e-12
30,flat_lr=0.05_B=64,0.05,64,flat,1.3475362266035518e-06,1.8865285937863518e-06,0.0,0.0,7.760612465157468e-12
40,flat_lr=0.05_B=64,0.05,64,flat,3.032955646631308e-06,2.429327878417098e-06,0.0,0.0,1.2586903741507172e-11
50,flat_lr=0.05_B=64,0.05,64,flat,2.8168947210360784e-06,3.5853513509209733e-06,0.0,0.0,2.7018063133987802e-11
60,flat_lr=0.05_B=64,0.05,64,flat,3.116516154477722e-06,3.5735520214075223e-06,0.0,0.0,2.4586064087395165e-11
70,flat_lr=0.05_B=64,0.05,64,flat,3.969504177803174e-06,3.4269673960807268e-06,0.0,0.0,2.3517840452846883e-11
80,flat_lr=0.05_B=64,0.05,64,flat,4.6545146688004024e-06,3.6164269658911508e-06,0.0,0.0,2.5937807457410145e-11
90,flat_lr=0.05_B=64,0.05,64,flat,4.467872713576071e-06,4.120186531508807e-06,0.0,0.0,3.4723206948639174e-11
100,flat_lr=0.05_B=64,0.05,64,flat,4.8059755499707535e-06,4.072454885317711e-06,0.0,0.0,3.588823335731739e-11
110,flat_lr=0.05_B=64,0.05,64,flat,5.770021743956022e-06,4.180416453891667e-06,0.0,0.0,3.662263201031912e-11
120,flat_lr=0.05_B=64,0.05,64,flat,5.974550731480122e-06,4.299033207644243e-06,0.0,0.0,3.7633677424375733e-11
130,flat_lr=0.05_B=64,0.05,64,flat,5.607132607110543e-06,4.782638825417962e-06,0.0,0.0,4.7907847827710626e-11
140,flat_lr=0.05_B=64,0.05,64,flat,5.514821168617345e-06,4.792083927895874e-06,0.0,0.0,4.878663098506486e-11
150,flat_lr=0.05_B=64,0.05,64,flat,6.2327740124601405e-06,4.185505076748086e-06,0.0,0.0,3.879021409636252e-11
160,flat_lr=0.05_B=64,0.05,64,flat,6.688368102913955e-06,4.611790245689917e-06,0.0,0.0,4.98488715583445e-11
170,flat_lr=0.05_B=64,0.05,64,flat,7.132244718377478e-06,4.985447958461009e-06,0.0,0.0,5.6136057607902856e-11
180,flat_lr=0.05_B=64,0.05,64,flat,7.769537660351489e-06,4.822058599529555e-06,0.0,0.0,5.368068836664186e-11
190,flat_lr=0.05_B=64,0.05,64,flat,7.329515028686728e-06,5.486188911163481e-06,0.0,0.0,6.649977790651462e-11
200,flat_lr=0.05_B=64,0.05,64,flat,7.1526874307892285e-06,6.362976364471251e-06,0.0,0.0,8.47062142650401e-11
0,sharp_lr=0.05_B=64,0.05,64,sharp,0.0,0.0,0.0,0.0,0.0
10,sharp_lr=0.05_B=64,0.05,64,sharp,-1.78190202859696e-05,0.002085398882627487,0.0,0.0,4.3885374907404184e-05
20,sharp_lr=0.05_B=64,0.05,64,sharp,-0.00012800510739907622,0.00364935165271163,0.0,0.0,7.795882265781984e-05
30,sharp_lr=0.05_B=64,0.05,64,sharp,5.8943016483681276e-05,0.004778902977705002,0.0,0.0,0.00011849460861412808
40,sharp_lr=0.05_B=64,0.05,64,sharp,-4.6263448894023895e-07,0.003118664724752307,0.0,0.0,0.00014551321510225534
50,sharp_lr=0.05_B=64,0.05,64,sharp,0.0013063402147963643,0.0037670459132641554,0.0,0.0,0.0001798258745111525
60,sharp_lr=0.05_B=64,0.05,64,sharp,0.0021504322066903114,0.003813144750893116,0.0,0.0,0.00020460296946112067
70,sharp_lr=0.05_B=64,0.05,64,sharp,0.0029269009828567505,0.004935364704579115,0.0,0.0,0.00022281061683315784
80,sharp_lr=0.05_B=64,0.05,64,sharp,0.0037749409675598145,0.005854616407305002,0.0,0.0,0.00023360492195934057
90,sharp_lr=0.05_B=64,0.05,64,sharp,0.0047906977124512196,0.006956875789910555,0.0,0.0,0.00025354590616188943
100,sharp_lr=0.05_B=64,0.05,64,sharp,0.0057546705938875675,0.006686468608677387,0.0,0.0,0.0002577412815298885
110,sharp_lr=0.05_B=64,0.05,64,sharp,0.005687564145773649,0.005810282193124294,0.0,0.0,0.00031616564956493676
120,sharp_lr=0.05_B=64,0.05,64,sharp,0.005627891980111599,0.005364215467125177,0.0,0.0,0.0003361488925293088
130,sharp_lr=0.05_B=64,0.05,64,sharp,0.004465531092137098,0.005392599385231733,0.0,0.0,0.0003595900197979063
140,sharp_lr=0.05_B=64,0.05,64,sharp,0.0033363059628754854,0.0075783818028867245,0.0,0.0,0.00045820302329957485
150,sharp_lr=0.05_B=64,0.05,64,sharp,0.0038207736797630787,0.007650358602404594,0.0,0.0,0.0004304129397496581
160,sharp_lr=0.05_B=64,0.05,64,sharp,0.0030184187926352024,0.008059445768594742,0.0,0.0,0.00039493609801866114
170,sharp_lr=0.05_B=64,0.05,64,sharp,0.0029385865200310946,0.007302490528672934,0.0,0.0,0.0003582260978873819
180,sharp_lr=0.05_B=64,0.05,64,sharp,0.0036102598533034325,0.00655094999819994,0.0,0.0,0.00034860288724303246
190,sharp_lr=0.05_B=64,0.05,64,sharp,0.004320724867284298,0.007376258727163076,0.0,0.0,0.0004053068405482918
200,sharp_lr=0.05_B=64,0.05,64,sharp,0.0052919709123671055,0.007066579069942236,0.0,0.0,0.00036759182694368064
0,flat_lr=0.1_B=64,0.1,64,flat,0.0,0.0,0.0,0.0,0.0
10,flat_lr=0.1_B=64,0.1,64,flat,8.460506819574221e-07,2.8114059205108788e-06,0.0,0.0,1.570391906791091e-11
20,flat_lr=0.1_B=64,0.1,64,flat,1.8028572412731592e-06,3.2780369565443834e-06,0.0,0.0,2.0575685252821607e-11
30,flat_lr=0.1_B=64,0.1,64,flat,2.740706804615911e-06,3.786550450968207e-06,0.0,0.0,3.1556757207340524e-11
40,flat_lr=0.1_B=64,0.1,64,flat,6.249267244129442e-06,5.029390649724519e-06,0.0,0.0,5.414299564243663e-11
50,flat_lr=0.1_B=64,0.1,64,flat,5.775012596132001e-06,7.558902325399686e-06,0.0,0.0,1.2008620486891886e-10
60,flat_lr=0.1_B=64,0.1,64,flat,6.530835889861919e-06,7.5789253060065676e-06,0.0,0.0,1.1061977028825609e-10
70,flat_lr=0.1_B=64,0.1,64,flat,8.45809427119093e-06,7.1734630182618275e-06,0.0,0.0,1.027533891306831e-10
80,flat_lr=0.1_B=64,0.1,64,flat,9.7873389677261e-06,7.63989555707667e-06,0.0,0.0,1.1540952221666956e-10
90,flat_lr=0.1_B=64,0.1,64,flat,9.495464837527834e-06,8.648144103062805e-06,0.0,0.0,1.5375335726819372e-10
100,flat_lr=0.1_B=64,0.1,64,flat,1.0398277481726836e-05,8.554652595194057e-06,0.0,0.0,1.5897670679887455e-10
110,flat_lr=0.1_B=64,0.1,64,flat,1.2393172255542595e-05,8.962049832916819e-06,0.0,0.0,1.6772605526682582e-10
120,flat_lr=0.1_B=64,0.1,64,flat,1.2835042980441358e-05,9.55684208747698e-06,0.0,0.0,1.8407571300560477e-10
130,flat_lr=0.1_B=64,0.1,64,flat,1.18445832413272e-05,1.104767852666555e-05,0.0,0.0,2.540039012455253e-10
140,flat_lr=0.1_B=64,0.1,64,flat,1.1534669283719268e-05,1.0694451702875085e-05,0.0,0.0,2.424722367333487e-10
150,flat_lr=0.1_B=64,0.1,64,flat,1.3364279766392428e-05,9.973274245567154e-06,0.0,0.0,2.1548167417062558e-10
160,flat_lr=0.1_B=64,0.1,64,flat,1.423287540092133e-05,1.1292229828541167e-05,0.0,0.0,2.940336307766245e-10
170,flat_lr=0.1_B=64,0.1,64,flat,1.5120963325898629e-05,1.2639717169804499e-05,0.0,0.0,3.540435444815415e-10
180,flat_lr=0.1_B=64,0.1,64,flat,1.6862984921317548e-05,1.2575083928823005e-05,0.0,0.0,3.5256156327712063e-10
190,flat_lr=0.1_B=64,0.1,64,flat,1.5488825738430023e-05,1.4530533917422872e-05,0.0,0.0,4.5481277077819016e-10
200,flat_lr=0.1_B=64,0.1,64,flat,1.4791113244427834e-05,1.7119806216214783e-05,0.0,0.0,6.104359240310941e-10
0,sharp_lr=0.1_B=64,0.1,64,sharp,0.0,0.0,0.0,0.0,0.0
10,sharp_lr=0.1_B=64,0.1,64,sharp,-5.504877117346041e-05,0.004005261696875095,0.0,0.0,0.00016714197408873588
20,sharp_lr=0.1_B=64,0.1,64,sharp,-0.0002843569382093847,0.006913078483194113,0.0,0.0,0.00027456399402581155
30,sharp_lr=0.1_B=64,0.1,64,sharp,9.852285438682884e-05,0.008816482499241829,0.0,0.0,0.00039721783832646906
40,sharp_lr=0.1_B=64,0.1,64,sharp,-8.248724043369293e-05,0.005783549509942532,0.0,0.0,0.00046339331311173737
50,sharp_lr=0.1_B=64,0.1,64,sharp,0.0023404883686453104,0.006859506946057081,0.0,0.0,0.0005336715839803219
60,sharp_lr=0.1_B=64,0.1,64,sharp,0.0036470426712185144,0.006590147502720356,0.0,0.0,0.0005884954007342458
70,sharp_lr=0.1_B=64,0.1,64,sharp,0.004710597917437553,0.008494370616972446,0.0,0.0,0.0006067567155696452
80,sharp_lr=0.1_B=64,0.1,64,sharp,0.005830721464008093,0.010496705770492554,0.0,0.0,0.0006259019137360156
90,sharp_lr=0.1_B=64,0.1,64,sharp,0.007274334784597158,0.011871477589011192,0.0,0.0,0.0006268673459999263
100,sharp_lr=0.1_B=64,0.1,64,sharp,0.00848339032381773,0.011116535402834415,0.0,0.0,0.0006217667832970619
110,sharp_lr=0.1_B=64,0.1,64,sharp,0.007362609729170799,0.008547800593078136,0.0,0.0,0.0007576003554277122
120,sharp_lr=0.1_B=64,0.1,64,sharp,0.006450871471315622,0.008309583179652691,0.0,0.0,0.0007855382864363492
130,sharp_lr=0.1_B=64,0.1,64,sharp,0.003664488671347499,0.008185774087905884,0.0,0.0,0.0008036817307583988
140,sharp_lr=0.1_B=64,0.1,64,sharp,0.0012270512524992228,0.012717858888208866,0.0,0.0,0.001034442917443812
150,sharp_lr=0.1_B=64,0.1,64,sharp,0.002360061276704073,0.010951892472803593,0.0,0.0,0.0008522730204276741
160,sharp_lr=0.1_B=64,0.1,64,sharp,0.0011304739164188504,0.011494407430291176,0.0,0.0,0.0006932397373020649
170,sharp_lr=0.1_B=64,0.1,64,sharp,0.0012166500091552734,0.009423840790987015,0.0,0.0,0.0005580302677117288
180,sharp_lr=0.1_B=64,0.1,64,sharp,0.002487299731001258,0.00852866843342781,0.0,0.0,0.0005376120680011809
190,sharp_lr=0.1_B=64,0.1,64,sharp,0.003903935430571437,0.009777361527085304,0.0,0.0,0.0006240691873244941
200,sharp_lr=0.1_B=64,0.1,64,sharp,0.00521484948694706,0.009315253235399723,0.0,0.0,0.0005256801377981901
0,flat_lr=0.0125_B=128,0.0125,128,flat,0.0,0.0,0.0,0.0,0.0
10,flat_lr=0.0125_B=128,0.0125,128,flat,1.1397243326882744e-07,2.0566480429806688e-07,0.0,0.0,8.028831505885181e-14
20,flat_lr=0.0125_B=128,0.0125,128,flat,3.703012225741986e-07,2.9320855787773326e-07,0.0,0.0,1.8483028692631298e-13
30,flat_lr=0.0125_B=128,0.0125,128,flat,3.7452019796546665e-07,4.266238420314039e-07,0.0,0.0,3.497883135483021e-13
40,flat_lr=0.0125_B=128,0.0125,128,flat,5.586884412878135e-07,4.3522348391888954e-07,0.0,0.0,3.775823241309456e-13
50,flat_lr=0.0125_B=128,0.0125,128,flat,5.709185302293918e-07,4.957699388796755e-07,0.0,0.0,5.271775312294669e-13
60,flat_lr=0.0125_B=128,0.0125,128,flat,7.131608299459913e-07,5.086184842184593e-07,0.0,0.0,5.256728754544915e-13
70,flat_lr=0.0125_B=128,0.0125,128,flat,6.685954190288612e-07,5.696551852452103e-07,0.0,0.0,6.814954958862807e-13
80,flat_lr=0.0125_B=128,0.0125,128,flat,7.99953852492763e-07,5.318819944477582e-07,0.0,0.0,6.502315504607059e-13
90,flat_lr=0.0125_B=128,0.0125,128,flat,9.209811082655506e-07,5.350663059289218e-07,0.0,0.0,6.525056103073856e-13
100,flat_lr=0.0125_B=128,0.0125,128,flat,8.61685975905857e-07,6.832723897787218e-07,0.0,0.0,9.701358640035185e-13
110,flat_lr=0.0125_B=128,0.0125,128,flat,9.550967661198229e-07,6.942176469237893e-07,0.0,0.0,9.743563378003528e-13
120,flat_lr=0.0125_B=128,0.0125,128,flat,9.270418672713276e-07,7.521693987655453e-07,0.0,0.0,1.2217420001028878e-12
130,flat_lr=0.0125_B=128,0.0125,128,flat,9.559626050759107e-07,8.728087550480268e-07,0.0,0.0,1.6195034679630793e-12
140,flat_lr=0.0125_B=128,0.0125,128,flat,1.0208116236753995e-06,8.284267210001417e-07,0.0,0.0,1.4764961172100688e-12
150,flat_lr=0.0125_B=128,0.0125,128,flat,1.1338474905642215e-06,9.673594831838273e-07,0.0,0.0,2.0171670323670954e-12
160,flat_lr=0.0125_B=128,0.0125,128,flat,1.2255576393727097e-06,9.676729177954257e-07,0.0,0.0,1.9915616464999397e-12
170,flat_lr=0.0125_B=128,0.0125,128,flat,1.2697572628894704e-06,1.1057717301810044e-06,0.0,0.0,2.4940581284244034e-12
180,flat_lr=0.0125_B=128,0.0125,128,flat,1.260217231902061e-06,1.1445871450632694e-06,0.0,0.0,2.572125672173353e-12
190,flat_lr=0.0125_B=128,0.0125,128,flat,1.5448927115357947e-06,1.145909209299134e-06,0.0,0.0,2.606124734419457e-12
200,flat_lr=0.0125_B=128,0.0125,128,flat,1.5975020914993365e-06,1.1874012670887168e-06,0.0,0.0,2.765510693711337e-12
0,sharp_lr=0.0125_B=128,0.0125,128,sharp,0.0,0.0,0.0,0.0,0.0
10,sharp_lr=0.0125_B=128,0.0125,128,sharp,-1.4225095583242364e-05,0.0004794962296728045,0.0,0.0,1.3665639926330186e-06
20,sharp_lr=0.0125_B=128,0.0125,128,sharp,5.509707534656627e-06,0.0004304665490053594,0.0,0.0,2.8302304144744994e-06
30,sharp_lr=0.0125_B=128,0.0125,128,sharp,0.00031009819940663874,0.0005568575579673052,0.0,0.0,4.449492735147942e-06
40,sharp_lr=0.0125_B=128,0.0125,128,sharp,0.0005870477179996669,0.0008314663427881896,0.0,0.0,5.590744422079297e-06
50,sharp_lr=0.0125_B=128,0.0125,128,sharp,0.0009397909743711352,0.0010306015610694885,0.0,0.0,6.920832674950361e-06
60,sharp_lr=0.0125_B=128,0.0125,128,sharp,0.0010717976838350296,0.0009448329219594598,0.0,0.0,9.500241503701545e-06
70,sharp_lr=0.0125_B=128,0.0125,128,sharp,0.0009177055908367038,0.0012086457572877407,0.0,0.0,1.3235083315521479e-05
80,sharp_lr=0.0125_B=128,0.0125,128,sharp,0.0009762884583324194,0.0014288515085354447,0.0,0.0,1.3854313692718279e-05
90,sharp_lr=0.0125_B=128,0.0125,128,sharp,0.0011375441681593657,0.0013673605863004923,0.0,0.0,1.4606910553993657e-05
100,sharp_lr=0.0125_B=128,0.0125,128,sharp,0.001436584279872477,0.0014665001071989536,0.0,0.0,1.697528568911366e-05
110,sharp_lr=0.0125_B=128,0.0125,128,sharp,0.0017187247285619378,0.0015064540784806013,0.0,0.0,1.6874930224730633e-05
120,sharp_lr=0.0125_B=128,0.0125,128,sharp,0.0019226310541853309,0.0013957812916487455,0.0,0.0,1.6243056961684488e-05
130,sharp_lr=0.0125_B=128,0.0125,128,sharp,0.002033115364611149,0.0012163636274635792,0.0,0.0,1.7135511370725e-05
140,sharp_lr=0.0125_B=128,0.0125,128,sharp,0.0020837162155658007,0.0011875941418111324,0.0,0.0,1.7037333236658014e-05
150,sharp_lr=0.0125_B=128,0.0125,128,sharp,0.002124215243384242,0.0009266798733733594,0.0,0.0,1.782033905328717e-05
160,sharp_lr=0.0125_B=128,0.0125,128,sharp,0.0022235976066440344,0.0012458565179258585,0.0,0.0,1.8639821064425632e-05
170,sharp_lr=0.0125_B=128,0.0125,128,sharp,0.002122861333191395,0.0012871479848399758,0.0,0.0,2.029741335718427e-05
180,sharp_lr=0.0125_B=128,0.0125,128,sharp,0.0016683847643435001,0.0013033250579610467,0.0,0.0,2.1260535504552536e-05
190,sharp_lr=0.0125_B=128,0.0125,128,sharp,0.0017790248384699225,0.0015514855040237308,0.0,0.0,2.0103527276660316e-05
200,sharp_lr=0.0125_B=128,0.0125,128,sharp,0.0019092439906671643,0.00155175372492522,0.0,0.0,1.8599419490783475e-05
0,flat_lr=0.025_B=128,0.025,128,flat,0.0,0.0,0.0,0.0,0.0
10,flat_lr=0.025_B=128,0.025,128,flat,2.2168130442423717e-07,4.05384298574063e-07,0.0,0.0,3.170321264626269e-13
20,flat_lr=0.025_B=128,0.025,128,flat,7.389328402496176e-07,5.851898663422617e-07,0.0,0.0,7.449316228973213e-13
30,flat_lr=0.025_B=128,0.025,128,flat,7.480771841983369e-07,8.460357321382617e-07,0.0,0.0,1.4031604654227148e-12
40,flat_lr=0.025_B=128,0.025,128,flat,1.1206435601707199e-06,8.646866263006814e-07,0.0,0.0,1.5079374381110622e-12
50,flat_lr=0.025_B=128,0.025,128,flat,1.1372080734872725e-06,9.826475206864416e-07,0.0,0.0,2.1007893775265574e-12
60,flat_lr=0.025_B=128,0.025,128,flat,1.4205285197022022e-06,1.0150583875656594e-06,0.0,0.0,2.1043594384401176e-12
70,flat_lr=0.025_B=128,0.025,128,flat,1.3242573686511605e-06,1.1403635653550737e-06,0.0,0.0,2.744056501122194e-12
80,flat_lr=0.025_B=128,0.025,128,flat,1.5891681641733157e-06,1.060697172761138e-06,0.0,0.0,2.618996382611205e-12
90,flat_lr=0.025_B=128,0.025,128,flat,1.8319110495212954e-06,1.0696955996536417e-06,0.0,0.0,2.6620535203275564e-12
100,flat_lr=0.025_B=128,0.025,128,flat,1.7117929473897675e-06,1.3786766430712305e-06,0.0,0.0,3.981206423558925e-12
110,flat_lr=0.025_B=128,0.025,128,flat,1.9074095689575188e-06,1.3741390603172476e-06,0.0,0.0,3.936254967806807e-12
120,flat_lr=0.025_B=128,0.025,128,flat,1.84583086593193e-06,1.4982479115133174e-06,0.0,0.0,4.971109895252068e-12
130,flat_lr=0.025_B=128,0.025,128,flat,1.9023848381038988e-06,1.7531954199512256e-06,0.0,0.0,6.653942587891981e-12
140,flat_lr=0.025_B=128,0.025,128,flat,2.0371512619021814e-06,1.6663184396747965e-06,0.0,0.0,6.074680689027723e-12
150,flat_lr=0.025_B=128,0.025,128,flat,2.267858690174762e-06,1.973225380424992e-06,0.0,0.0,8.429745616822526e-12
160,flat_lr=0.025_B=128,0.025,128,flat,2.4597643459856045e-06,1.9483638880046783e-06,0.0,0.0,8.192457996714086e-12
170,flat_lr=0.025_B=128,0.025,128,flat,2.546269570302684e-06,2.26099632527621e-06,0.0,0.0,1.0546255709009689e-11
180,flat_lr=0.025_B=128,0.025,128,flat,2.5262834242312238e-06,2.3403649720421527e-06,0.0,0.0,1.0839486426494904e-11
190,flat_lr=0.025_B=128,0.025,128,flat,3.1162937830231385e-06,2.329141352674924e-06,0.0,0.0,1.0888570427247668e-11
200,flat_lr=0.025_B=128,0.025,128,flat,3.2339412427973002e-06,2.4293949536513537e-06,0.0,0.0,1.167106775806781e-11
0,sharp_lr=0.025_B=128,0.025,128,sharp,0.0,0.0,0.0,0.0,0.0
10,sharp_lr=0.025_B=128,0.025,128,sharp,-2.892200973292347e-05,0.0009524918859824538,0.0,0.0,5.381186838349095e-06
20,sharp_lr=0.025_B=128,0.025,128,sharp,9.252554264094215e-06,0.0008474920759908855,0.0,0.0,1.0972958079946693e-05
30,sharp_lr=0.025_B=128,0.025,128,sharp,0.0006078584119677544,0.0010877503082156181,0.0,0.0,1.6954758393694647e-05
40,sharp_lr=0.025_B=128,0.025,128,sharp,0.001138807856477797,0.0016301125288009644,0.0,0.0,2.0964625946362503e-05
50,sharp_lr=0.025_B=128,0.025,128,sharp,0.0018096673302352428,0.001994519727304578,0.0,0.0,2.548085649323184e-05
60,sharp_lr=0.025_B=128,0.025,128,sharp,0.0020240088924765587,0.001788981957361102,0.0,0.0,3.461429514572956e-05
70,sharp_lr=0.025_B=128,0.025,128,sharp,0.0016650513280183077,0.00231620273552835,0.0,0.0,4.7979352530092e-05
80,sharp_lr=0.025_B=128,0.025,128,sharp,0.00173568120226264,0.002702157013118267,0.0,0.0,4.882160646957345e-05
90,sharp_lr=0.025_B=128,0.025,128,sharp,0.0020118115935474634,0.0025248248130083084,0.0,0.0,5.0072743761120364e-05
100,sharp_lr=0.025_B=128,0.025,128,sharp,0.0025585985276848078,0.0026961693074554205,0.0,0.0,5.7144508900819346e-05
110,sharp_lr=0.025_B=128,0.025,128,sharp,0.0030634908471256495,0.0027362278196960688,0.0,0.0,5.5197222536662593e-05
120,sharp_lr=0.025_B=128,0.025,128,sharp,0.0033957704436033964,0.002513296902179718,0.0,0.0,5.1940325647592545e-05
