step,alpha,method,split,loss_mean,loss_std,loss_ci95_low,loss_ci95_high,accuracy,accuracy_std,accuracy_ci95_low,accuracy_ci95_high
768,1.0,alpha=1,train,0.4992988556623459,0.07912508147492733,0.3896370875835419,0.6089606237411499,0.8447265625,0.05386164934819405,0.7700781250000001,0.9193749999999999
1024,1.0,alpha=1,test,0.5944544523954391,0.03591356142379962,0.5446807956695556,0.6442281091213227,0.8055,0.01202081528017124,0.7888400000000001,0.8221599999999999
1024,1.0,alpha=1,train,0.3413687199354172,0.03301137158218796,0.2956172931194305,0.3871201467514038,0.8974609375,0.011048543456039806,0.8821484375,0.9127734375
1280,1.0,alpha=1,test,0.5087627992033958,0.03723049238908314,0.4571639692783356,0.5603616291284561,0.8434999999999999,0.013435028842544414,0.82488,0.8621199999999999
1280,1.0,alpha=1,train,0.2501538172364235,0.023785858448350496,0.21718829929828642,0.28311933517456056,0.93115234375,0.007595873626027366,0.920625,0.9416796875
1536,1.0,alpha=1,test,0.6600861847400665,0.15509551348566278,0.4451347696781158,0.8750375998020172,0.8085,0.05161879502661794,0.7369600000000001,0.8800399999999999
1536,1.0,alpha=1,train,0.3390300124883652,0.12343284105582342,0.16796082258224487,0.5100992023944855,0.884765625,0.04971844555217912,0.815859375,0.953671875
1792,1.0,alpha=1,test,0.4730948433279991,0.00525060170392654,0.4658178806304932,0.48037180602550505,0.857,0.0028284271247461927,0.85308,0.86092
1792,1.0,alpha=1,train,0.17101092636585236,0.0075888351023260464,0.1604933375120163,0.1815285152196884,0.95166015625,0.004833737762017415,0.9449609375,0.958359375
2048,1.0,alpha=1,test,0.5237313285470009,0.04804756535310111,0.45714080035686494,0.5903218567371369,0.8445,0.009192388155425127,0.83176,0.85724
2048,1.0,alpha=1,train,0.1690172627568245,0.0216795064737458,0.1389709997177124,0.19906352579593659,0.943359375,0.01242961138804478,0.9261328125,0.9605859375
