direction_set,n,relative_error,log_correlation,log_mse,best_scalar,relative_error_best_scalar,permutation_pvalue_log_correlation
top_abs_eigenvalue,8.0,2.7600345270643243,-0.3213505297035765,3.980743032246501,0.13844902183585786,0.908060724893173,0.7810945273631841
all_directions,960.0,9569.94080817643,-0.3960008669309172,53.178245385812964,1.6963466815140524e-07,0.9999986822950927,1.0
random_directions,8.0,1304.7725760455019,-0.9194549612302372,62.01545299301464,3.5072537668866517e-06,0.9999895292186669,0.9950248756218906
hessian_noise_structure,1.0,0.3766324818134308,nan,nan,0.12422977387905121,0.12422977387905121,nan
top_abs_train_scalar_heldout,4.0,0.9524477124214172,-0.8345364461163995,nan,0.12139534621976573,0.9524477124214172,nan
