direction,eigenvalue,measured_variance,predicted_variance
952,77.46846771240234,1.3655480302077194e-08,1.2522914971668797e-07
953,88.24632263183594,5.379054712761899e-08,2.2816162470462586e-07
954,96.13713836669922,3.6090659705223516e-07,2.006821375744039e-08
955,101.98577880859375,2.459742916016694e-07,8.604601475781237e-08
956,114.16909790039062,1.4962176919652848e-07,6.588084033865016e-07
957,157.5059356689453,1.1294759616475858e-07,1.0995080401698942e-06
958,262.48199462890625,8.012377605837173e-08,1.103325999451954e-07
959,430.8397216796875,3.9699685316918476e-08,6.619140435759618e-07
