calibration,mean_update_error,covariance_error
0.5,0.4771505660970399,0.8693831050353671
0.75,0.6274145891605938,0.7977017642747799
1.0,0.47740668689613536,0.8936675108984062
1.25,0.5284775197661644,1.3483413853870394
1.5,0.6839481328344905,2.015180143237586
