method,calibration,mean_update_error,covariance_error,covariance_trace,sgd_covariance_trace,noise_to_drift_ratio
standard_langevin,1.0,0.5579449409679734,1.1799686342956466,0.0007469650757759663,0.0007854962022975087,1.8948805347515962
modified_langevin,1.0,0.5322616796437822,1.0010095738267235,0.0006604543317610573,0.0007854962022975087,1.8948805347515962
