step,method,mean_projection,std_projection,ci95_low,ci95_high,mean_direction_variance,mean_path_error_to_sgd,mean_coord_1,mean_coord_2
1,sgd,0.0007039544871076941,0.00043418712448328733,0.0,0.0,0.0007372077670879662,0.0,6.19003621977754e-05,0.0009594857110641897
5,sgd,0.0018639345653355122,0.0016124271787703037,0.0,0.0,0.003014299785718322,0.0,-0.0013008943060413003,0.0013032886199653149
20,sgd,0.006734827999025583,0.0025070826523005962,0.0,0.0,0.010329957120120525,0.0,-0.007079271133989096,0.0037440143059939146
120,sgd,0.03394944220781326,0.002339055296033621,0.0,0.0,0.02908741682767868,0.0,-0.01638566516339779,-0.02061925083398819
1,standard_langevin,0.0003884927136823535,0.0004463794466573745,0.0,0.0,0.0006927319336682558,0.6760289669036865,-0.00048539784620516,0.0006039938307367265
5,standard_langevin,0.0017518673557788134,0.0012830945197492838,0.0,0.0,0.0030027031898498535,0.3609134256839752,-0.0029029082506895065,0.0014366068644449115
20,standard_langevin,0.006322631612420082,0.002181874355301261,0.0,0.0,0.0100733432918787,0.15839345753192902,-0.008534257300198078,0.0048586660996079445
120,standard_langevin,0.03270343318581581,0.0040605743415653706,0.0,0.0,0.05151265859603882,0.03486575186252594,-0.015661681070923805,-0.022542664781212807
1,modified_langevin,0.00035555928479880095,0.0007138671353459358,0.0,0.0,0.0009357921662740409,0.5529146194458008,-0.00026575522497296333,0.00044364071800373495
5,modified_langevin,0.002099029254168272,0.0007159938686527312,0.0,0.0,0.0037354070227593184,0.3351976275444031,-0.0016823572805151343,0.0018464314052835107
20,modified_langevin,0.0090510668233037,0.0020291509572416544,0.0,0.0,0.01076980959624052,0.16863498091697693,-0.0079537658020854,0.010595773346722126
120,modified_langevin,0.034976501017808914,0.004759115632623434,0.0,0.0,0.10628470778465271,0.050199154764413834,-0.01418063323944807,-0.02151607908308506
1,modified_c_0.5,0.00031597461202181876,0.00034588758717291057,0.0,0.0,0.0001774446718627587,0.6388108730316162,-0.0004338028375059366,0.0004179365932941437
5,modified_c_0.5,0.001963096670806408,0.0004987319116480649,0.0,0.0,0.0008774600573815405,0.246070995926857,-0.0022562448866665363,0.0010053958976641297
20,modified_c_0.5,0.007096112705767155,0.0012757708318531513,0.0,0.0,0.003114563412964344,0.11735797673463821,-0.007987559773027897,0.00417759595438838
120,modified_c_0.5,0.03250240162014961,0.002489016391336918,0.0,0.0,0.02629404328763485,0.02678094245493412,-0.012473617680370808,-0.023721465840935707
1,modified_c_0.75,0.0005239885649643838,0.0005263637867756188,0.0,0.0,0.0003888136998284608,0.7372739911079407,-0.00036641620681621134,0.0006924913614057004
5,modified_c_0.75,0.0018414459191262722,0.0011136616813018918,0.0,0.0,0.0019091195426881313,0.25361400842666626,-0.002490467857569456,0.0015661348588764668
20,modified_c_0.75,0.006813346408307552,0.0012645117240026593,0.0,0.0,0.007059596478939056,0.1405300498008728,-0.008989686146378517,0.005858201999217272
120,modified_c_0.75,0.03528879955410957,0.0033601869363337755,0.0,0.0,0.061583492904901505,0.03811930492520332,-0.014337603002786636,-0.017599541693925858
1,modified_c_1,0.00035555928479880095,0.0007138671353459358,0.0,0.0,0.0009357921662740409,0.5529146194458008,-0.00026575522497296333,0.00044364071800373495
5,modified_c_1,0.002099029254168272,0.0007159938686527312,0.0,0.0,0.0037354070227593184,0.3351976275444031,-0.0016823572805151343,0.0018464314052835107
20,modified_c_1,0.0090510668233037,0.0020291509572416544,0.0,0.0,0.01076980959624052,0.16863498091697693,-0.0079537658020854,0.010595773346722126
120,modified_c_1,0.034976501017808914,0.004759115632623434,0.0,0.0,0.10628470778465271,0.050199154764413834,-0.01418063323944807,-0.02151607908308506
1,modified_c_1.25,0.0005334364832378924,0.0007491922006011009,0.0,0.0,0.0010513787856325507,0.9092563986778259,-0.0012060169829055667,0.0007060344214551151
5,modified_c_1.25,0.0021748687140643597,0.0017271805554628372,0.0,0.0,0.00477294297888875,0.4305832087993622,-0.0029911117162555456,0.0012547402875497937
20,modified_c_1.25,0.006703417748212814,0.003473058110103011,0.0,0.0,0.018140237778425217,0.204835444688797,-0.01029763650149107,0.006148600950837135
120,modified_c_1.25,0.03563176468014717,0.0079463180154562,0.0,0.0,0.15170682966709137,0.059529051184654236,-0.007943031378090382,-0.016358237713575363
1,modified_c_1.5,-0.00018977432046085596,0.001215074211359024,0.0,0.0,0.0017849983414635062,1.1818262338638306,-0.0006718814838677645,7.198792445706204e-05
5,modified_c_1.5,0.0009815830271691084,0.0023907937575131655,0.0,0.0,0.008779668249189854,0.31216368079185486,-0.0019525644602254033,0.0004096609482076019
20,modified_c_1.5,0.005505869165062904,0.004233870189636946,0.0,0.0,0.02890625037252903,0.21643634140491486,-0.009736097417771816,0.005032459739595652
120,modified_c_1.5,0.03028378076851368,0.008365987800061703,0.0,0.0,0.22973917424678802,0.07470286637544632,-0.008134162053465843,-0.028711969032883644
