method,step,wasserstein,histogram_kl
gaussian_one_step,1,0.013016740901394399,2.5871609944527743
poisson_one_step,1,0.0004889720370456009,4.423932721097447e-05
gaussian_multi_step,20,0.012413391837518608,1.187988522828198
poisson_multi_step,20,0.005939282323739401,15.026604182242753
