step,method,split,loss_mean,loss_std,loss_ci95_low,loss_ci95_high
0,baseline_sgd,train,2.315500020980835,0.0,2.315500020980835,2.315500020980835
0,baseline_sgd,test,2.3380205631256104,0.0,2.3380205631256104,2.3380205631256104
10,baseline_sgd,train,2.312556346257528,0.00038392651702532434,2.3122491410628188,2.312863551452237
10,baseline_sgd,test,2.3357671101888022,0.0007042692356583264,2.335203577434294,2.3363306429433104
20,baseline_sgd,train,2.309680700302124,0.0004038305994176849,2.3093575685244994,2.3100038320797487
20,baseline_sgd,test,2.3333886861801147,0.0004839539808319867,2.3330014423448526,2.333775930015377
30,baseline_sgd,train,2.3067750930786133,0.0006730598969144735,2.306236532996115,2.3073136531611116
30,baseline_sgd,test,2.3305424451828003,0.0008015062695119782,2.329901106596725,2.331183783768876
40,baseline_sgd,train,2.3036930561065674,0.0005391994169746805,2.303261606715777,2.3041245054973576
40,baseline_sgd,test,2.327744801839193,0.0009576169849203687,2.3269785486650476,2.328511055013338
0,denoise_theory_high_variance,train,2.315500020980835,0.0,2.315500020980835,2.315500020980835
0,denoise_theory_high_variance,test,2.3380205631256104,0.0,2.3380205631256104,2.3380205631256104
10,denoise_theory_high_variance,train,2.3125562270482383,0.00038383165190303194,2.3122490977614363,2.3128633563350403
10,denoise_theory_high_variance,test,2.3357671896616616,0.0007042925127947635,2.3352036382815653,2.336330741041758
20,denoise_theory_high_variance,train,2.309680620829264,0.00040394377381242053,2.3093573984932636,2.3100038431652647
20,denoise_theory_high_variance,test,2.333388646443685,0.00048396840228678004,2.333001391068856,2.3337759018185142
30,denoise_theory_high_variance,train,2.3067750533421836,0.0006730556473961151,2.306236496660008,2.307313610024359
30,denoise_theory_high_variance,test,2.3305424054463706,0.0008015669032703878,2.3299010183431834,2.3311837925495578
40,denoise_theory_high_variance,train,2.3036929766337075,0.0005392105212988788,2.3032615183576075,2.3041244349098076
40,denoise_theory_high_variance,test,2.327744801839193,0.0009575321449327463,2.3269786165511763,2.3285109871272094
0,denoise_random,train,2.315500020980835,0.0,2.315500020980835,2.315500020980835
0,denoise_random,test,2.3380205631256104,0.0,2.3380205631256104,2.3380205631256104
10,denoise_random,train,2.312555472056071,0.00038272706086662014,2.3122492266261774,2.3128617174859643
10,denoise_random,test,2.3357666730880737,0.0007043144830477155,2.3352031041281136,2.336330242048034
20,denoise_random,train,2.3096792697906494,0.00040265093579086234,2.3093570819405165,2.3100014576407824
20,denoise_random,test,2.3333879311879477,0.0004845372909305873,2.3330002206073983,2.333775641768497
30,denoise_random,train,2.30677338441213,0.0006721242499181299,2.3062355730031534,2.3073111958211063
30,denoise_random,test,2.3305413325627646,0.0008019797903561289,2.3298996150811018,2.3311830500444275
40,denoise_random,train,2.3036914269129434,0.0005385753676788512,2.3032604768655873,2.3041223769602994
40,denoise_random,test,2.327743887901306,0.0009576834778246799,2.3269775815217564,2.328510194280856
0,denoise_sharp,train,2.315500020980835,0.0,2.315500020980835,2.315500020980835
0,denoise_sharp,test,2.3380205631256104,0.0,2.3380205631256104,2.3380205631256104
10,denoise_sharp,train,2.3123803536097207,0.00041078906562961513,2.312051653899503,2.3127090533199386
10,denoise_sharp,test,2.3356885512669883,0.0006744513517283751,2.335148877788754,2.3362282247452226
20,denoise_sharp,train,2.309421420097351,0.00027278572931609005,2.3092031460543447,2.3096396941403574
20,denoise_sharp,test,2.333239197731018,0.0005545041035197785,2.3327955020404763,2.33368289342156
30,denoise_sharp,train,2.3064046700795493,0.0003759581340371202,2.3061038409191563,2.3067054992399423
30,denoise_sharp,test,2.3302979469299316,0.0006793046154894002,2.329754390031895,2.330841503827968
40,denoise_sharp,train,2.3034873803456626,0.0003141047890555506,2.303236044169072,2.303738716522253
40,denoise_sharp,test,2.3276206652323403,0.0007192159637408144,2.327045172604504,2.3281961578601766
