run,step,method,cumulative_log_evidence,cumulative_log_ratio,cumulative_log_ratio_formula,step_log_evidence,step_log_ratio,formula_error
0,20,standard_langevin,341.0879603462382,-28.630939760020944,-28.630939760020937,17.75453012811483,-1.0173566881074834,1.1102230246251565e-15
0,20,modified_langevin,312.4570205862172,-28.630939760020944,-28.630939760020937,16.737173440007346,-1.0173566881074834,1.1102230246251565e-15
0,21,standard_langevin,353.9115154959937,-29.41565301366542,-29.415653013665413,12.823555149755464,-0.7847132536444761,1.2212453270876722e-15
0,21,modified_langevin,324.49586248232816,-29.41565301366542,-29.415653013665413,12.038841896110988,-0.7847132536444761,1.2212453270876722e-15
0,22,standard_langevin,367.911432586154,-30.183420535996923,-30.18342053599692,13.99991709016027,-0.7677675223315035,1.887379141862766e-15
0,22,modified_langevin,337.7280120501569,-30.183420535996923,-30.18342053599692,13.232149567828767,-0.7677675223315035,1.887379141862766e-15
0,23,standard_langevin,385.29602033661774,-31.03772110576772,-31.037721105767716,17.384587750463773,-0.8543005697707962,1.1102230246251565e-15
0,23,modified_langevin,354.2582992308499,-31.03772110576772,-31.037721105767716,16.530287180692977,-0.8543005697707962,1.1102230246251565e-15
0,24,standard_langevin,403.3020024683453,-31.06256258920283,-31.062562589202823,18.005982131727546,-0.024841483435110945,2.1094237467877974e-15
0,24,modified_langevin,372.2394398791423,-31.06256258920283,-31.062562589202823,17.981140648292435,-0.024841483435110945,2.1094237467877974e-15
0,25,standard_langevin,421.8217030954889,-31.876922448255126,-31.876922448255122,18.5197006271436,-0.8143598590522956,2.886579864025407e-15
0,25,modified_langevin,389.94478064723364,-31.876922448255126,-31.876922448255122,17.705340768091304,-0.8143598590522956,2.886579864025407e-15
0,26,standard_langevin,440.15130384418217,-32.59440954570475,-32.59440954570474,18.32960074869326,-0.7174870974496201,2.886579864025407e-15
0,26,modified_langevin,407.5568942984773,-32.59440954570475,-32.59440954570474,17.61211365124364,-0.7174870974496201,2.886579864025407e-15
0,27,standard_langevin,457.6012087174082,-33.273299712610516,-33.27329971261051,17.449904873226032,-0.6788901669057665,4.440892098500626e-16
0,27,modified_langevin,424.32790900479756,-33.273299712610516,-33.27329971261051,16.771014706320265,-0.6788901669057665,4.440892098500626e-16
0,28,standard_langevin,471.03465978248875,-33.96693888535503,-33.96693888535502,13.43345106508051,-0.6936391727445113,5.551115123125783e-16
0,28,modified_langevin,437.06772089713354,-33.96693888535503,-33.96693888535502,12.739811892335998,-0.6936391727445113,5.551115123125783e-16
0,29,standard_langevin,489.3685412944157,-34.580503152031824,-34.58050315203182,18.33388151192694,-0.6135642666767964,2.4424906541753444e-15
0,29,modified_langevin,454.7880381423837,-34.580503152031824,-34.58050315203182,17.720317245250143,-0.6135642666767964,2.4424906541753444e-15
0,30,standard_langevin,507.7730245899478,-35.10710745003279,-35.107107450032785,18.404483295532092,-0.5266042980009686,8.881784197001252e-16
0,30,modified_langevin,472.6659171399148,-35.10710745003279,-35.107107450032785,17.877878997531123,-0.5266042980009686,8.881784197001252e-16
0,31,standard_langevin,523.7871971419218,-34.920458663011416,-34.92045866301141,16.014172551973957,0.186648787021376,1.6653345369377348e-15
0,31,modified_langevin,488.8667384789102,-34.920458663011416,-34.92045866301141,16.200821338995333,0.186648787021376,1.6653345369377348e-15
0,32,standard_langevin,537.8807408155697,-35.41216545470936,-35.41216545470936,14.093543673647918,-0.4917067916979434,3.9968028886505635e-15
0,32,modified_langevin,502.46857536086014,-35.41216545470936,-35.41216545470936,13.601836881949975,-0.4917067916979434,3.9968028886505635e-15
0,33,standard_langevin,553.998216240044,-34.20589587946697,-34.20589587946698,16.117475424474346,1.2062695752423878,4.440892098500626e-15
0,33,modified_langevin,519.7923203605769,-34.20589587946697,-34.20589587946698,17.323744999716734,1.2062695752423878,4.440892098500626e-15
0,34,standard_langevin,569.1586557602895,-34.3271662355538,-34.327166235553804,15.1604395202455,-0.1212703560868249,6.661338147750939e-16
0,34,modified_langevin,534.8314895247356,-34.3271662355538,-34.327166235553804,15.039169164158675,-0.1212703560868249,6.661338147750939e-16
0,35,standard_langevin,583.5667370482595,-34.889434439929744,-34.88943443992975,14.408081287969932,-0.5622682043759468,1.7763568394002505e-15
0,35,modified_langevin,548.6773026083296,-34.889434439929744,-34.88943443992975,13.845813083593985,-0.5622682043759468,1.7763568394002505e-15
0,36,standard_langevin,598.1754636869836,-35.39972141094588,-35.39972141094588,14.608726638724113,-0.510286971016134,3.552713678800501e-15
0,36,modified_langevin,562.7757422760376,-35.39972141094588,-35.39972141094588,14.098439667707979,-0.510286971016134,3.552713678800501e-15
0,37,standard_langevin,611.6739734645182,-35.875273643649294,-35.875273643649294,13.498509777534625,-0.47555223270341074,1.5543122344752192e-15
0,37,modified_langevin,575.7986998208688,-35.875273643649294,-35.875273643649294,13.022957544831215,-0.47555223270341074,1.5543122344752192e-15
0,38,standard_langevin,629.8132539007726,-36.3324000443569,-36.3324000443569,18.13928043625434,-0.4571264007076117,7.771561172376096e-16
0,38,modified_langevin,593.4808538564156,-36.3324000443569,-36.3324000443569,17.682154035546727,-0.4571264007076117,7.771561172376096e-16
0,39,standard_langevin,646.4219664121133,-36.76605551509249,-36.76605551509248,16.60871251134079,-0.43365547073558375,1.8318679906315083e-15
0,39,modified_langevin,609.6559108970208,-36.76605551509249,-36.76605551509248,16.175057040605207,-0.43365547073558375,1.8318679906315083e-15
0,40,standard_langevin,664.3610329058315,-37.08351993027371,-37.083519930273695,17.93906649371822,-0.31746441518122026,7.66053886991358e-15
0,40,modified_langevin,627.2775129755578,-37.08351993027371,-37.083519930273695,17.621602078537,-0.31746441518122026,7.66053886991358e-15
0,41,standard_langevin,682.1280378299263,-37.36748892305461,-37.3674889230546,17.767004924094792,-0.28396899278089904,3.9968028886505635e-15
0,41,modified_langevin,644.7605489068717,-37.36748892305461,-37.3674889230546,17.483035931313893,-0.28396899278089904,3.9968028886505635e-15
0,42,standard_langevin,700.3190997601372,-37.625593421958115,-37.62559342195811,18.19106193021098,-0.25810449890350995,6.661338147750939e-16
0,42,modified_langevin,662.6935063381792,-37.625593421958115,-37.62559342195811,17.93295743130747,-0.25810449890350995,6.661338147750939e-16
0,43,standard_langevin,716.6059550073458,-37.002092712977245,-37.00209271297724,16.28685524720854,0.623500708980874,2.55351295663786e-15
0,43,modified_langevin,679.6038622943686,-37.002092712977245,-37.00209271297724,16.910355956189413,0.623500708980874,2.55351295663786e-15
0,44,standard_langevin,735.5619719434353,-37.294229366212434,-37.29422936621242,18.95601693608956,-0.2921366532351861,2.886579864025407e-15
0,44,modified_langevin,698.267742577223,-37.294229366212434,-37.29422936621242,18.663880282854375,-0.2921366532351861,2.886579864025407e-15
0,45,standard_langevin,753.4086401613539,-37.61179833808697,-37.611798338086956,17.84666821791857,-0.31756897187453603,9.43689570931383e-16
0,45,modified_langevin,715.796841823267,-37.61179833808697,-37.611798338086956,17.529099246044034,-0.31756897187453603,9.43689570931383e-16
0,46,standard_langevin,770.6058697174948,-37.91616934381568,-37.91616934381566,17.19722955614085,-0.30437100572871145,7.716050021144838e-15
0,46,modified_langevin,732.6897003736791,-37.91616934381568,-37.91616934381566,16.89285855041214,-0.30437100572871145,7.716050021144838e-15
0,47,standard_langevin,785.3558741481584,-38.11981482271433,-38.11981482271432,14.750004430663626,-0.20364547889865392,1.4988010832439613e-15
0,47,modified_langevin,747.2360593254441,-38.11981482271433,-38.11981482271432,14.546358951764972,-0.20364547889865392,1.4988010832439613e-15
0,48,standard_langevin,804.5151285309358,-38.35191784901802,-38.35191784901801,19.15925438277749,-0.23210302630368673,2.275957200481571e-15
0,48,modified_langevin,766.1632106819179,-38.35191784901802,-38.35191784901801,18.927151356473804,-0.23210302630368673,2.275957200481571e-15
0,49,standard_langevin,818.647597342099,-38.57913330774373,-38.579133307743724,14.132468811163106,-0.2272154587257127,1.4710455076283324e-15
0,49,modified_langevin,780.0684640343553,-38.57913330774373,-38.579133307743724,13.905253352437393,-0.2272154587257127,1.4710455076283324e-15
0,50,standard_langevin,837.3932632079036,-38.630875884624245,-38.630875884624245,18.745665865804686,-0.05174257688051753,2.3869795029440866e-15
0,50,modified_langevin,798.7623873232794,-38.630875884624245,-38.630875884624245,18.693923288924168,-0.05174257688051753,2.3869795029440866e-15
0,51,standard_langevin,855.2232112882233,-38.697940413314804,-38.697940413314804,17.82994808031968,-0.06706452869055823,2.8033131371785203e-15
0,51,modified_langevin,816.5252708749085,-38.697940413314804,-38.697940413314804,17.762883551629123,-0.06706452869055823,2.8033131371785203e-15
0,52,standard_langevin,873.6248905502041,-38.908435988306756,-38.90843598830675,18.40167926198075,-0.2104955749919526,5.412337245047638e-15
0,52,modified_langevin,834.7164545618973,-38.908435988306756,-38.90843598830675,18.191183686988797,-0.2104955749919526,5.412337245047638e-15
0,53,standard_langevin,890.5963597749409,-38.941410158586436,-38.941410158586436,16.971469224736758,-0.03297417027968308,2.248201624865942e-15
0,53,modified_langevin,851.6549496163544,-38.941410158586436,-38.941410158586436,16.938495054457075,-0.03297417027968308,2.248201624865942e-15
0,54,standard_langevin,907.4826615738742,-39.16880382457381,-39.16880382457381,16.88630179893331,-0.2273936659873712,4.440892098500626e-16
0,54,modified_langevin,868.3138577493004,-39.16880382457381,-39.16880382457381,16.65890813294594,-0.2273936659873712,4.440892098500626e-16
0,55,standard_langevin,917.5106138135176,-39.210114641266316,-39.210114641266316,10.027952239643316,-0.041310816692510244,2.220446049250313e-16
0,55,modified_langevin,878.3004991722512,-39.210114641266316,-39.210114641266316,9.986641422950806,-0.041310816692510244,2.220446049250313e-16
0,56,standard_langevin,932.8921567653258,-38.2958895832553,-38.2958895832553,15.38154295180818,0.9142250580110147,3.9968028886505635e-15
0,56,modified_langevin,894.5962671820704,-38.2958895832553,-38.2958895832553,16.295768009819195,0.9142250580110147,3.9968028886505635e-15
0,57,standard_langevin,948.7802132190881,-38.084835733360535,-38.084835733360535,15.888056453762314,0.2110538498947676,1.4432899320127035e-15
0,57,modified_langevin,910.6953774857275,-38.084835733360535,-38.084835733360535,16.09911030365708,0.2110538498947676,1.4432899320127035e-15
0,58,standard_langevin,965.9101297142194,-38.15890322515148,-38.15890322515148,17.12991649513125,-0.07406749179094518,1.0130785099704553e-15
0,58,modified_langevin,927.7512264890678,-38.15890322515148,-38.15890322515148,17.055849003340306,-0.07406749179094518,1.0130785099704553e-15
0,59,standard_langevin,980.8059374373538,-38.26736065263261,-38.26736065263262,14.895807723134505,-0.10845742748113629,2.275957200481571e-15
0,59,modified_langevin,942.5385767847212,-38.26736065263261,-38.26736065263262,14.787350295653368,-0.10845742748113629,2.275957200481571e-15
0,60,standard_langevin,999.183581034783,-38.4092749855675,-38.40927498556751,18.3776435974291,-0.14191433293488842,1.6930901125533637e-15
0,60,modified_langevin,960.7743060492154,-38.4092749855675,-38.40927498556751,18.23572926449421,-0.14191433293488842,1.6930901125533637e-15
0,61,standard_langevin,1017.3086523167308,-38.45852700493118,-38.45852700493119,18.125071281947818,-0.049252019363677846,5.4539706084710815e-15
0,61,modified_langevin,978.8501253117995,-38.45852700493118,-38.45852700493119,18.07581926258414,-0.049252019363677846,5.4539706084710815e-15
0,62,standard_langevin,1031.3710687481866,-38.41790506315662,-38.41790506315663,14.062416431455787,0.040621941774560355,4.718447854656915e-16
0,62,modified_langevin,992.9531636850298,-38.41790506315662,-38.41790506315663,14.103038373230348,0.040621941774560355,4.718447854656915e-16
0,63,standard_langevin,1046.9673118303049,-38.398636329045054,-38.398636329045075,15.596243082118127,0.01926873411156116,6.938893903907228e-15
0,63,modified_langevin,1008.5686755012596,-38.398636329045054,-38.398636329045075,15.615511816229688,0.01926873411156116,6.938893903907228e-15
0,64,standard_langevin,1064.8955982211128,-38.48196617116268,-38.4819661711627,17.928286390807983,-0.08332984211762451,5.9674487573602164e-15
0,64,modified_langevin,1026.41363204995,-38.48196617116268,-38.4819661711627,17.84495654869036,-0.08332984211762451,5.9674487573602164e-15
0,65,standard_langevin,1082.5821569350587,-38.55081269818055,-38.550812698180565,17.686558713945978,-0.06884652701786464,5.384581669432009e-15
0,65,modified_langevin,1044.031344236878,-38.55081269818055,-38.550812698180565,17.617712186928113,-0.06884652701786464,5.384581669432009e-15
0,66,standard_langevin,1097.3903779395102,-38.45121823004723,-38.451218230047246,14.808221004451582,0.09959446813332029,3.0531133177191805e-15
0,66,modified_langevin,1058.939159709463,-38.45121823004723,-38.451218230047246,14.907815472584902,0.09959446813332029,3.0531133177191805e-15
0,67,standard_langevin,1114.3545160965061,-38.39851224591531,-38.39851224591533,16.964138156995798,0.052705984131915073,1.6653345369377348e-15
0,67,modified_langevin,1075.9560038505906,-38.39851224591531,-38.39851224591533,17.016844141127713,0.052705984131915073,1.6653345369377348e-15
0,68,standard_langevin,1131.9000034155815,-38.34828110877007,-38.34828110877008,17.545487319075296,0.050231137145242855,2.1788126858268697e-15
0,68,modified_langevin,1093.5517223068111,-38.34828110877007,-38.34828110877008,17.59571845622054,0.050231137145242855,2.1788126858268697e-15
0,69,standard_langevin,1143.9310593804228,-38.2060005596712,-38.20600055967122,12.031055964841256,0.14228054909886545,3.3029134982598407e-15
0,69,modified_langevin,1105.7250588207512,-38.2060005596712,-38.20600055967122,12.173336513940122,0.14228054909886545,3.3029134982598407e-15
0,70,standard_langevin,1162.0268164455501,-38.24328121825499,-38.24328121825501,18.0957570651273,-0.03728065858378571,4.253541963095131e-15
0,70,modified_langevin,1123.7835352272948,-38.24328121825499,-38.24328121825501,18.058476406543516,-0.03728065858378571,4.253541963095131e-15
0,71,standard_langevin,1178.3620452438004,-38.31171616197628,-38.31171616197629,16.335228798250228,-0.06843494372128234,3.4416913763379853e-15
0,71,modified_langevin,1140.0503290818237,-38.31171616197628,-38.31171616197629,16.266793854528945,-0.06843494372128234,3.4416913763379853e-15
0,72,standard_langevin,1192.6371878556238,-38.1910316843276,-38.191031684327605,14.275142611823323,0.12068447764868218,3.2751579226442118e-15
0,72,modified_langevin,1154.4461561712958,-38.1910316843276,-38.191031684327605,14.395827089472006,0.12068447764868218,3.2751579226442118e-15
0,73,standard_langevin,1210.5741239391118,-38.20292021795677,-38.20292021795677,17.936936083488128,-0.011888533629175413,4.468647674116255e-15
0,73,modified_langevin,1172.3712037211546,-38.20292021795677,-38.20292021795677,17.925047549858952,-0.011888533629175413,4.468647674116255e-15
0,74,standard_langevin,1226.0808990436092,-38.26923992909195,-38.26923992909195,15.506775104497475,-0.06631971113518276,1.9290125052862095e-15
0,74,modified_langevin,1187.811659114517,-38.26923992909195,-38.26923992909195,15.440455393362292,-0.06631971113518276,1.9290125052862095e-15
0,75,standard_langevin,1244.1389026193565,-38.354830356888186,-38.354830356888186,18.05800357574722,-0.08559042779623383,1.4432899320127035e-15
0,75,modified_langevin,1205.7840722624678,-38.354830356888186,-38.354830356888186,17.972413147950988,-0.08559042779623383,1.4432899320127035e-15
0,76,standard_langevin,1258.7712573862227,-38.43595070203897,-38.43595070203897,14.632354766866303,-0.0811203451507847,4.0245584642661925e-16
0,76,modified_langevin,1220.3353066841833,-38.43595070203897,-38.43595070203897,14.551234421715519,-0.0811203451507847,4.0245584642661925e-16
0,77,standard_langevin,1276.1964720324852,-38.51160624051974,-38.51160624051974,17.425214646262507,-0.07565553848077045,1.304512053934559e-15
0,77,modified_langevin,1237.684865791965,-38.51160624051974,-38.51160624051974,17.349559107781737,-0.07565553848077045,1.304512053934559e-15
0,78,standard_langevin,1294.626361843709,-38.58497180814388,-38.58497180814387,18.42988981122389,-0.07336556762413338,2.942091015256665e-15
0,78,modified_langevin,1256.0413900355647,-38.58497180814388,-38.58497180814387,18.356524243599758,-0.07336556762413338,2.942091015256665e-15
0,79,standard_langevin,1311.1842509354242,-38.576364597710125,-38.57636459771011,16.55788909171531,0.008607210433755341,2.7478019859472624e-15
0,79,modified_langevin,1272.6078863377138,-38.576364597710125,-38.57636459771011,16.566496302149066,0.008607210433755341,2.7478019859472624e-15
0,80,standard_langevin,1329.999513141354,-38.62552271886166,-38.62552271886165,18.815262205929937,-0.049158121151538836,3.0531133177191805e-15
0,80,modified_langevin,1291.3739904224922,-38.62552271886166,-38.62552271886165,18.766104084778398,-0.049158121151538836,3.0531133177191805e-15
0,81,standard_langevin,1348.2283173838364,-38.714761143435524,-38.71476114343552,18.22880424248239,-0.08923842457386755,5.551115123125783e-16
0,81,modified_langevin,1309.5135562404007,-38.714761143435524,-38.71476114343552,18.139565817908522,-0.08923842457386755,5.551115123125783e-16
0,82,standard_langevin,1363.1669555502199,-38.809060113975725,-38.809060113975725,14.938638166383386,-0.09429897054020309,3.5388358909926865e-15
0,82,modified_langevin,1324.3578954362438,-38.809060113975725,-38.809060113975725,14.844339195843183,-0.09429897054020309,3.5388358909926865e-15
0,83,standard_langevin,1377.9798024946926,-38.71832038196152,-38.718320381961526,14.812846944472689,0.09073973201420671,3.6914915568786455e-15
0,83,modified_langevin,1339.2614821127306,-38.71832038196152,-38.718320381961526,14.903586676486896,0.09073973201420671,3.6914915568786455e-15
0,84,standard_langevin,1395.4710929911585,-38.78237627113136,-38.78237627113137,17.49129049646576,-0.06405588916984328,2.1649348980190553e-15
0,84,modified_langevin,1356.6887167200266,-38.78237627113136,-38.78237627113137,17.427234607295915,-0.06405588916984328,2.1649348980190553e-15
0,85,standard_langevin,1412.957294010887,-38.771097922843374,-38.77109792284339,17.48620101972855,0.011278348287987683,4.621303340002214e-15
0,85,modified_langevin,1374.186196088043,-38.771097922843374,-38.77109792284339,17.49747936801654,0.011278348287987683,4.621303340002214e-15
0,86,standard_langevin,1429.0044053736929,-38.77704972562176,-38.77704972562177,16.047111362805936,-0.005951802778383808,2.2551405187698492e-15
0,86,modified_langevin,1390.2273556480707,-38.77704972562176,-38.77704972562177,16.041159560027552,-0.005951802778383808,2.2551405187698492e-15
0,87,standard_langevin,1447.379413201986,-38.844236156671805,-38.84423615667182,18.375007828292993,-0.06718643105004674,1.4988010832439613e-15
0,87,modified_langevin,1408.5351770453135,-38.844236156671805,-38.84423615667182,18.307821397242947,-0.06718643105004674,1.4988010832439613e-15
0,88,standard_langevin,1465.656855886508,-38.87554482282246,-38.87554482282247,18.27744268452218,-0.03130866615065386,1.6792123247455493e-15
0,88,modified_langevin,1426.781311063685,-38.87554482282246,-38.87554482282247,18.246134018371524,-0.03130866615065386,1.6792123247455493e-15
0,89,standard_langevin,1484.4439489213014,-38.91303886593846,-38.91303886593847,18.787093034793205,-0.037494043115998466,8.604228440844963e-16
0,89,modified_langevin,1445.5309100553623,-38.91303886593846,-38.91303886593847,18.749598991677207,-0.037494043115998466,8.604228440844963e-16
0,90,standard_langevin,1497.2146928963011,-38.899811001864805,-38.899811001864805,12.77074397499981,0.013227864073657614,2.5673907444456745e-15
0,90,modified_langevin,1458.3148818944358,-38.899811001864805,-38.899811001864805,12.783971839073468,0.013227864073657614,2.5673907444456745e-15
0,91,standard_langevin,1513.7846867342175,-38.93938926245008,-38.93938926245008,16.569993837916336,-0.03957826058527303,2.2898349882893854e-15
0,91,modified_langevin,1474.8452974717668,-38.93938926245008,-38.93938926245008,16.530415577331063,-0.03957826058527303,2.2898349882893854e-15
0,92,standard_langevin,1529.840028221245,-38.86530360321365,-38.86530360321366,16.05534148702733,0.0740856592364274,8.576472865229334e-15
0,92,modified_langevin,1490.9747246180305,-38.86530360321365,-38.86530360321366,16.129427146263758,0.0740856592364274,8.576472865229334e-15
0,93,standard_langevin,1547.1775225520385,-38.89958796529709,-38.8995879652971,17.33749433079351,-0.0342843620834401,1.4641066137244252e-15
0,93,modified_langevin,1508.2779345867405,-38.89958796529709,-38.8995879652971,17.30320996871007,-0.0342843620834401,1.4641066137244252e-15
0,94,standard_langevin,1563.134218161463,-38.9392416326264,-38.93924163262641,15.956695609424575,-0.03965366732931308,3.427813588530171e-15
0,94,modified_langevin,1524.1949765288357,-38.9392416326264,-38.93924163262641,15.917041942095262,-0.03965366732931308,3.427813588530171e-15
0,95,standard_langevin,1579.511501850321,-38.956083730689244,-38.95608373068925,16.37728368885806,-0.01684209806284187,4.0870085094013575e-15
0,95,modified_langevin,1540.555418119631,-38.956083730689244,-38.95608373068925,16.36044159079522,-0.01684209806284187,4.0870085094013575e-15
0,96,standard_langevin,1597.2852385519036,-38.990932678635,-38.990932678635005,17.773736701582585,-0.034848947945754105,1.8041124150158794e-15
0,96,modified_langevin,1558.2943058732678,-38.990932678635,-38.990932678635005,17.73888775363683,-0.034848947945754105,1.8041124150158794e-15
0,97,standard_langevin,1615.738914263867,-39.03077929121056,-39.030779291210564,18.453675711963232,-0.03984661257555899,6.106226635438361e-16
0,97,modified_langevin,1576.7081349726554,-39.03077929121056,-39.030779291210564,18.413829099387673,-0.03984661257555899,6.106226635438361e-16
0,98,standard_langevin,1633.8703936604834,-39.09152287911364,-39.09152287911365,18.13147939661655,-0.06074358790307954,3.25434124093249e-15
0,98,modified_langevin,1594.7788707813688,-39.09152287911364,-39.09152287911365,18.070735808713472,-0.06074358790307954,3.25434124093249e-15
0,99,standard_langevin,1652.1212463702186,-39.03253164810815,-39.032531648108154,18.25085270973518,0.0589912310054892,1.6237011735142914e-15
0,99,modified_langevin,1613.0887147221094,-39.03253164810815,-39.032531648108154,18.30984394074067,0.0589912310054892,1.6237011735142914e-15
0,100,standard_langevin,1670.4172088624214,-39.057343647320266,-39.05734364732027,18.295962492202783,-0.024811999212118963,1.949829186997931e-15
0,100,modified_langevin,1631.3598652151002,-39.057343647320266,-39.05734364732027,18.271150492990664,-0.024811999212118963,1.949829186997931e-15
1,1,standard_langevin,17.373484545232355,-1.1238042609335643,-1.1238042609335634,17.373484545232355,-1.1238042609335643,8.881784197001252e-16
1,1,modified_langevin,16.24968028429879,-1.1238042609335643,-1.1238042609335634,16.24968028429879,-1.1238042609335643,8.881784197001252e-16
1,2,standard_langevin,33.90631197772405,-2.221794081826758,-2.221794081826756,16.532827432491697,-1.0979898208931935,6.661338147750939e-16
1,2,modified_langevin,31.684517895897294,-2.221794081826758,-2.221794081826756,15.434837611598503,-1.0979898208931935,6.661338147750939e-16
1,3,standard_langevin,50.94775054163665,-3.114575777430918,-3.114575777430919,17.041438563912596,-0.8927816956041603,2.886579864025407e-15
1,3,modified_langevin,47.83317476420573,-3.114575777430918,-3.114575777430919,16.148656868308436,-0.8927816956041603,2.886579864025407e-15
1,4,standard_langevin,66.39689581317693,-3.768967443502289,-3.768967443502284,15.449145271540276,-0.6543916660713709,5.773159728050814e-15
1,4,modified_langevin,62.627928369674635,-3.768967443502289,-3.768967443502284,14.794753605468905,-0.6543916660713709,5.773159728050814e-15
