step,method,mean_x,mean_y,cov_xx,cov_xy,cov_yy,ellipse_width,ellipse_height,ellipse_angle,is_ellipse_step
11,standard_langevin,-0.0035197423319129786,-0.021742565019475153,4.9160402555197005e-05,-4.8139914127982826e-06,8.702222014012144e-05,0.018721614679019536,0.01393670099383617,97.133746478371,0
11,drift_corrected_langevin,-0.0022828168511708265,-0.019240732364204025,3.320893938179086e-05,1.099221712528681e-05,9.90247794354035e-05,0.020081046246105745,0.011210997142562292,80.76457917906339,0
12,exact_sgd,-0.0011658776298728215,-0.02019524203358048,6.056292418947946e-05,5.771572452091925e-06,6.497495758652957e-05,0.016606955167278153,0.015045283884860717,55.45895518260172,0
12,standard_langevin,-0.0033317709358209667,-0.02329000185080215,4.429580276889209e-05,-7.170587563360536e-06,9.782356501625847e-05,0.019876367124572712,0.013168428192833315,97.49922823599523,0
12,drift_corrected_langevin,-0.0019608191232442958,-0.021056645437596087,4.069774816698588e-05,2.880028266176862e-07,0.0001099117620160034,0.020967876419781775,0.012758769500885126,89.76159502093404,0
13,exact_sgd,-0.0013964003304790902,-0.021431104138916336,5.160782221087589e-05,9.459994946779653e-06,7.018229186315985e-05,0.017222301029980364,0.013804086479332131,67.23601044736668,0
13,standard_langevin,-0.003526600084508504,-0.02553985116789609,4.558803165163339e-05,2.6983467363855785e-06,8.933253582221225e-05,0.018920713809247834,0.013479200972013173,86.48352125028757,0
13,drift_corrected_langevin,-0.0019660245756583194,-0.02308285356473406,4.081869280989114e-05,1.7375060082206513e-06,0.00011341129209558962,0.021302850096241742,0.012771394497038147,88.62966990926736,0
14,exact_sgd,-0.0012631433697801661,-0.02323375036135287,5.9177419261199935e-05,1.030895580220232e-05,7.001674775518136e-05,0.017463545675859143,0.014553392748521103,58.865988411244466,0
14,standard_langevin,-0.003068359796788547,-0.026741975258146533,5.368043555187664e-05,5.428834043272133e-06,9.297080379907652e-05,0.019360487452310914,0.014552542149491416,82.27608382101967,0
14,drift_corrected_langevin,-0.0022465642765683077,-0.024803131571307604,4.715035688945675e-05,1.2600739936435053e-06,0.00013053660179251808,0.022852189286274603,0.013730450813872627,89.1344501462671,0
15,exact_sgd,-0.0015677333057061023,-0.025399960279928357,6.477501609886974e-05,6.782735179071873e-06,7.556743102550171e-05,0.017758228019824594,0.015684869336191565,64.25252536580383,0
15,standard_langevin,-0.0033050294666596273,-0.029237544767387765,6.845007857533966e-05,2.311526362711553e-06,9.998753885352336e-05,0.020015599996899863,0.016526530987462377,85.83022528513506,0
15,drift_corrected_langevin,-0.0024431522136539323,-0.02597728716003264,4.939109430988337e-05,3.0873977194312437e-06,0.0001409021721151488,0.02374920767886855,0.014040947273104471,88.06988261167736,0
16,exact_sgd,-0.0021090924158730998,-0.026180565428053526,6.461228463912973e-05,1.0817206816541042e-05,7.630240182367343e-05,0.018193706119456365,0.015252796579318453,59.19224589048868,0
16,standard_langevin,-0.002897883742717738,-0.03197645482870223,7.12367844412619e-05,-3.539460454144474e-06,0.00010374031615979185,0.0204079670027585,0.016835179987708334,96.1432727498344,0
16,drift_corrected_langevin,-0.003216213831261395,-0.028084156574033493,5.535077324441655e-05,8.706434647239035e-07,0.00014713634082444166,0.024260634672556562,0.014878510058476254,89.45657891521111,0
17,exact_sgd,-0.0024245532567432997,-0.02709824549553848,6.653852851211232e-05,1.5099319562871964e-05,8.124613151960384e-05,0.019045966046121174,0.015112571505103428,57.98370491224123,0
17,standard_langevin,-0.0034320816762163733,-0.03389058837701369,8.396573044647354e-05,4.4754058890470985e-06,9.961616745832844e-05,0.020080394916720326,0.018196299942783985,75.11692956398792,0
17,drift_corrected_langevin,-0.003876424658692746,-0.029734065515311058,5.900645359343768e-05,7.390927166781366e-06,0.00013623782921381734,0.02340416785843021,0.015271609544623723,84.58239943060417,0
18,exact_sgd,-0.002174669055284373,-0.028624556604231858,8.237441508559924e-05,1.5613824457638158e-05,8.718090301928606e-05,0.020057452658572176,0.01661083577875229,49.37508339788323,0
18,standard_langevin,-0.003430357074488662,-0.03575542300332557,9.056204154608926e-05,6.25468791394263e-07,9.47145018739772e-05,0.019473743153250282,0.01902313069085905,81.61747976201727,0
18,drift_corrected_langevin,-0.003632455266694765,-0.03085631734925576,6.565028067693406e-05,1.3895279926544736e-05,0.00014384148541813559,0.024185730284288845,0.015906524290237384,80.21693621557762,0
19,exact_sgd,-0.0021589498890217415,-0.03033333522629357,8.902895770945813e-05,2.5141237133699973e-05,8.154905125311792e-05,0.021043468626716168,0.015475285587242534,-139.23057103017257,0
19,standard_langevin,-0.0035990521765489436,-0.036902525838990514,7.431940764304251e-05,-8.813620549322658e-06,9.371214053926786e-05,0.01970981349334861,0.016841895522376762,111.134809340205,0
19,drift_corrected_langevin,-0.003732851711964428,-0.03260619266575161,6.423791568062829e-05,1.2386676368002814e-05,0.00013691876765270644,0.023577258761171834,0.0157714806737378,80.58913180952123,0
20,exact_sgd,-0.00236433665732478,-0.031014364991473337,9.85181046896027e-05,2.8989569499545588e-05,7.842060248801918e-05,0.021831275591826026,0.0152036257104754,-144.55901066977862,1
20,standard_langevin,-0.004117038206072901,-0.03815169524532704,8.171816036445145e-05,-1.14307402199276e-05,9.974993802389174e-05,0.02052242536305816,0.017455728308239674,115.8678607957513,1
20,drift_corrected_langevin,-0.004066238627661892,-0.03381619403734546,7.38180782309755e-05,5.766424834277242e-06,0.00015789832319525564,0.025162826200458146,0.017137613115905656,86.09488686563247,1
21,exact_sgd,-0.0026993385238136863,-0.03269341753774593,9.755150904929241e-05,3.350955740474708e-05,8.221434878587072e-05,0.02229428240909587,0.01490061754438825,-141.4450178864025,0
21,standard_langevin,-0.003925665159520879,-0.03942374338416675,9.797172719305488e-05,-1.0143600215224423e-05,0.00011550670548360547,0.02192229299687121,0.019321666606842508,114.58096505774698,0
21,drift_corrected_langevin,-0.0037908605540331003,-0.035518123610943225,6.29160123185762e-05,3.332026558826375e-06,0.00017222547010580481,0.02625467154130223,0.01585112462747861,88.25563984012645,0
22,exact_sgd,-0.0026815696892570143,-0.0341918052572268,0.00010465636040556816,2.8447296255206365e-05,8.556241636294438e-05,0.022371047657028204,0.01613726537555304,-144.27593007412742,0
22,standard_langevin,-0.004398670144322995,-0.0412387030631255,0.0001106705823977532,-9.969218845004514e-06,0.00011878470263782388,0.022404533190876253,0.020392597496180633,123.92785400392377,0
22,drift_corrected_langevin,-0.004568032024878252,-0.03720010091586641,6.572415813569946e-05,6.451066236609626e-07,0.00019506512310887356,0.027933373630171923,0.01621369059207397,89.71423855565222,0
23,exact_sgd,-0.002660040482724216,-0.03619903847194742,0.00011353120700319767,3.113063864434123e-05,9.12634835902027e-05,0.02327737946695455,0.01665359923635141,-144.83978588597975,0
23,standard_langevin,-0.004526790907943623,-0.042873411050161125,0.00011804066591405647,-1.5699603494420442e-05,0.00010981298522301595,0.022817227361368275,0.01976837727502985,142.34167902939478,0
23,drift_corrected_langevin,-0.005126080356700742,-0.03880635264726368,7.936221657911359e-05,-4.894433932755816e-06,0.00021917215077415112,0.0296204851083158,0.01779787434951435,92.00252945171113,0
24,exact_sgd,-0.003043520387442961,-0.03772062018104413,0.00012798102523048233,2.558470691268293e-05,8.499246465997673e-05,0.023656037754542114,0.017096369126733152,-155.01718204690945,0
24,standard_langevin,-0.004923712575045016,-0.044822843146660324,0.00011744327163502061,-1.8406595770584772e-05,0.00012153624498333572,0.023495512009617102,0.020096740578495906,131.8278911069937,0
24,drift_corrected_langevin,-0.005371981043579411,-0.04049670286669074,7.765638939355419e-05,-6.710554089641147e-06,0.00021926748208424423,0.02963678562962402,0.017588531020381003,92.70700132411058,0
25,exact_sgd,-0.0033239201870575706,-0.03858605542468608,0.00013729224352846566,3.845932652401402e-05,9.320894011307161e-05,0.02526486855789993,0.016843133654940477,-149.90885397830428,0
25,standard_langevin,-0.005080228597860336,-0.0464133859544563,0.00011207116305394137,-1.285585317540952e-05,0.0001286013452839612,0.023291177034643437,0.020499051336403555,118.63141863273302,0
25,drift_corrected_langevin,-0.005370875055550298,-0.04232572558611417,7.878323839165961e-05,-7.068431829405925e-06,0.00020992028333788857,0.02900346042118448,0.017709132404355052,93.07642525296988,0
26,exact_sgd,-0.0032150841057438416,-0.040297973622296465,0.00014696110139326917,3.877899099456445e-05,0.00010721026761884969,0.026127486877667257,0.018276758615952685,-148.56826253184892,0
26,standard_langevin,-0.005502194866450458,-0.04839885526792944,0.0001136456936479526,-1.0887227568612743e-05,0.00012161117379021079,0.02273510711328254,0.0205947171454289,124.95329405291152,0
26,drift_corrected_langevin,-0.006004769761382325,-0.0433759660987235,8.194438191741124e-05,-4.092141499816118e-06,0.00021751983125458088,0.02950547298940631,0.018090989922040838,91.72729098093939,0
27,exact_sgd,-0.0033964056040655002,-0.04204194984180561,0.0001525647421033646,3.713603022205259e-05,0.000101290595156229,0.0262338361747608,0.01808886919058751,-152.30974173325004,0
27,standard_langevin,-0.005821084314395818,-0.04985675064601272,0.00012634567227075988,-1.5287329264571406e-05,0.00013314309046023206,0.02411679563864114,0.021362004097181225,128.73287322639612,0
27,drift_corrected_langevin,-0.006538290554310014,-0.04548345237803019,9.103755005302403e-05,-9.395941145745915e-06,0.00023032165887394278,0.030394252054944774,0.01901647385106799,93.84190645663948,0
28,exact_sgd,-0.00369906808890764,-0.04371150441661451,0.00015811203153927672,2.9220366572382896e-05,9.89026284017353e-05,0.02608477121554748,0.018645196442960688,-157.6871690129986,0
28,standard_langevin,-0.005751952534240557,-0.051337498366571734,0.00013226362228748153,-1.5984650760672368e-05,0.0001565878410723773,0.02565238376347868,0.0223015932321135,116.36694080179764,0
28,drift_corrected_langevin,-0.007184054742090911,-0.046849479680827325,8.664878371160127e-05,-5.654512180875409e-06,0.00024767637431098597,0.031488073250978035,0.018595748842985333,92.00865328428475,0
29,exact_sgd,-0.0035144135469930412,-0.04424130923894716,0.0001340645687303604,1.9566613458680513e-05,0.0001180200656906404,0.024264346768693063,0.02048365234943753,-146.14673937676685,0
29,standard_langevin,-0.00597784034358191,-0.05338732373492874,0.00014629014867029175,-1.6986394905683945e-05,0.00015999569773556574,0.026188511317690316,0.023222946854063033,124.01475455731732,0
29,drift_corrected_langevin,-0.0075615448768308335,-0.04830031435866655,8.841850750411452e-05,-8.910245180488344e-07,0.00023286048423957673,0.030519893874392676,0.018805638645644912,90.35342464466649,0
30,exact_sgd,-0.003794579411456489,-0.04545180716874672,0.00014324583637040795,2.126600058063762e-05,0.00012888037488520347,0.025180100196489096,0.021318240994913615,-144.3313666231114,0
30,standard_langevin,-0.006803025930995833,-0.05548791467739016,0.00015011624196388192,-1.7829644101190642e-05,0.00015815029944658173,0.02626098497640549,0.023311517190240105,128.65161336045074,0
30,drift_corrected_langevin,-0.00791226907876793,-0.04994473622748747,9.49676000231563e-05,5.18749933640812e-06,0.00023403796274839442,0.03060922700805557,0.019470425600266787,87.86674711336543,0
31,exact_sgd,-0.004111740779342191,-0.04739639438420423,0.0001534936420716424,1.2002918145420635e-05,0.00012527419991777494,0.025132317416431262,0.021987223318041215,-159.80635462977426,0
31,standard_langevin,-0.007035464504445967,-0.05674923609881607,0.0001651441169991024,-1.0371329813143779e-05,0.00018100538503110317,0.02728594968698949,0.02529970272157166,116.29798908027131,0
31,drift_corrected_langevin,-0.007846737617244139,-0.05196680524339119,8.782881622834464e-05,1.1137661227424816e-05,0.000222189294763677,0.029873485263319767,0.018645302952494582,85.29334075992162,0
32,exact_sgd,-0.003926613625274694,-0.04905840379411608,0.0001527202965654532,1.364552255882788e-05,0.00010669055998325527,0.02501690990701966,0.020292797857833587,-164.66814255749466,0
32,standard_langevin,-0.007438420261861411,-0.05853945655220279,0.00017882547956771553,-7.610830874637276e-06,0.00020729770942484776,0.02892780308729374,0.026602160899314397,104.06479899548533,0
32,drift_corrected_langevin,-0.00778355395736719,-0.05345437068633474,8.411679794644528e-05,1.3640704588215383e-05,0.000203269826000308,0.02862247193706013,0.018174173873912906,83.55189093662345,0
33,exact_sgd,-0.004295136617645532,-0.05108724251959489,0.00016238234195510462,-1.0492095892126336e-05,0.00011277716520933677,0.025652311037373796,0.021037988665735044,168.53523012991047,0
33,standard_langevin,-0.007419707432017784,-0.060857226096193574,0.00018705242883062213,6.336065537510555e-06,0.0001996434817592164,0.02844502667638432,0.02715997238104521,67.4080594977395,0
33,drift_corrected_langevin,-0.008035884031689401,-0.055213513085281184,9.086888569947883e-05,1.5227274078302719e-05,0.0001970827947381639,0.02822925623931476,0.01883920948250429,82.00044865080844,0
34,exact_sgd,-0.0042854625484933465,-0.05208036805109876,0.00015909985393321323,-1.1680626466699317e-05,0.00012310222458836222,0.02549963462836848,0.021876401621519315,163.50889127758415,0
34,standard_langevin,-0.00754892168223995,-0.06306694226509706,0.00018454680278810455,1.4547462035040086e-05,0.00019282327846454388,0.028552383103229675,0.026348467586123452,52.93958789055565,0
34,drift_corrected_langevin,-0.007907400334738343,-0.05706260286951002,9.062163188102767e-05,1.815830419492615e-05,0.000197691699111858,0.028332836006593167,0.018721744785009764,80.63190582945067,0
35,exact_sgd,-0.003884151815267441,-0.052501730193281144,0.00016819732589100112,-1.8227586235914674e-05,0.0001362571834611619,0.026567746000109957,0.022626818377365684,155.61158579874407,0
35,standard_langevin,-0.007662786811284036,-0.0643211053066053,0.0001745325149304074,1.5348429949427382e-05,0.00019993079589488834,0.02878559089448423,0.025869731350684138,64.80201109787834,0
35,drift_corrected_langevin,-0.008023514487388828,-0.05881663078957627,8.623717778090063e-05,2.514363984497198e-05,0.000177350780807324,0.02711669753930081,0.01786159424337525,75.55244161298961,0
36,exact_sgd,-0.0037571961069847557,-0.05354561219984381,0.00018395258879432504,-2.129039051528713e-05,0.00014760403960365206,0.027840323435064956,0.0234764329620767,155.24265627134497,0
36,standard_langevin,-0.007775589637392285,-0.06640119274361429,0.0001802460978864615,2.2821715551172504e-05,0.00021185364006146536,0.0299205193613397,0.025945355517691476,62.35107418366683,0
36,drift_corrected_langevin,-0.008013687975047592,-0.060125330162388274,9.356627402224185e-05,2.771406919046622e-05,0.00017856222963768436,0.027334982091105908,0.018474652059473923,73.44527648334252,0
37,exact_sgd,-0.003978545247559,-0.05467774159290775,0.0001878831992700175,-2.625785399067756e-05,0.0001513812545439322,0.028397881647298413,0.023465253742540923,152.40094782357096,0
37,standard_langevin,-0.008600151107207759,-0.06763037133230743,0.00018244561495233162,3.3154706742117304e-05,0.00023187357824794148,0.031528522317691425,0.02575323384089707,63.35068035266919,0
37,drift_corrected_langevin,-0.008131738846928535,-0.06195437169965421,9.533342947177725e-05,2.8080913019679096e-05,0.0001936062523915257,0.028359423664275175,0.018748381713720286,75.1262568378778,0
38,exact_sgd,-0.0038851685357291824,-0.0558456322381705,0.00018998583518704053,-2.4866497736592453e-05,0.00015752399154316898,0.028527165103706162,0.0240050027716459,151.56669372225906,0
38,standard_langevin,-0.008025669809504206,-0.06957852306822393,0.00018730874667558867,3.711509889641642e-05,0.0002481555513749906,0.032602019491290705,0.026056966770747095,64.67080853542974,0
38,drift_corrected_langevin,-0.00874761649314326,-0.0634179299427387,9.752299443152038e-05,1.920513381547933e-05,0.00018044516527931047,0.027179195947679244,0.019317451863042897,77.57300964963402,0
39,exact_sgd,-0.0031602593691327186,-0.057715177252072675,0.00019395732208653125,-2.550205360499288e-05,0.00014794979484600147,0.02865643480010642,0.023375996498061435,156.0257943475807,0
39,standard_langevin,-0.007702629812971617,-0.07143249763007019,0.00018853638826365056,3.768363772616911e-05,0.0002408008320071499,0.03228166899426497,0.025985432996737102,62.369945209265005,0
39,drift_corrected_langevin,-0.009045958369872943,-0.06486780023231797,0.00011255388087171638,1.978782808592311e-05,0.00016954888009881714,0.026513789998928183,0.020625954130048623,72.61251009780634,0
40,exact_sgd,-0.0035483698766553325,-0.05890363974004856,0.00019179970085290922,-1.4449534073683112e-05,0.00015421902602605743,0.028050887495955745,0.024438138599433064,161.2200833846418,1
40,standard_langevin,-0.008167826560643032,-0.07316497231475824,0.00021073558400180095,4.491772800816223e-05,0.00025716052416471135,0.033734796085775676,0.027084090638549847,58.66445112230886,1
40,drift_corrected_langevin,-0.00926137609973392,-0.06669812365974159,0.00011697640951811584,1.4154550284618244e-05,0.00015582576192689512,0.02533265390481276,0.02120059744250191,71.95979178074204,1
