step,alpha,method,split,loss_mean,loss_std,loss_ci95_low,loss_ci95_high,accuracy,accuracy_std,accuracy_ci95_low,accuracy_ci95_high
0,0.5,alpha=0.5,test,1.6797226071357727,0.0,1.6797226071357727,1.6797226071357727,0.42,0.0,0.42,0.42
0,0.5,alpha=0.5,train,1.502942681312561,0.0,1.502942681312561,1.502942681312561,0.4970703125,0.0,0.4970703125,0.4970703125
256,0.5,alpha=0.5,test,1.0258369892835617,0.06471633837450799,0.9361447203159332,1.1155292582511902,0.6545000000000001,0.03747665940288705,0.60256,0.7064400000000002
256,0.5,alpha=0.5,train,0.8079663813114166,0.02946970868154477,0.7671234488487244,0.8488093137741088,0.7587890625,0.03314563036811941,0.7128515625,0.8047265625
512,0.5,alpha=0.5,test,0.8924982100725174,0.24805879617271748,0.5487062585353852,1.2362901616096496,0.7050000000000001,0.08061017305526641,0.59328,0.8167200000000001
512,0.5,alpha=0.5,train,0.6920827925205231,0.3066788036443672,0.267047655582428,1.1171179294586182,0.80859375,0.09115048351232839,0.682265625,0.934921875
768,0.5,alpha=0.5,test,0.6110686510801315,0.002010299306848368,0.6082825183868408,0.6138547837734223,0.802,0.004242640687119289,0.79612,0.80788
768,0.5,alpha=0.5,train,0.3527706414461136,0.008069372395623005,0.34158706188201904,0.36395422101020813,0.8994140625,0.0041432037960149265,0.893671875,0.90515625
1024,0.5,alpha=0.5,test,0.5630286335945129,0.024232414845035546,0.5294442200660705,0.5966130471229554,0.82,0.005656854249492385,0.81216,0.8278399999999999
1024,0.5,alpha=0.5,train,0.27459484338760376,0.013520793295991828,0.2558559799194336,0.2933337068557739,0.921875,0.0041432037960149265,0.9161328125,0.9276171875
1280,0.5,alpha=0.5,test,0.527263805270195,0.012937523059449564,0.5093333131074905,0.5451942974328995,0.842,0.005656854249492385,0.83416,0.8498399999999999
1280,0.5,alpha=0.5,train,0.20397620648145676,0.003789623347144909,0.19872405648231506,0.20922835648059845,0.94091796875,0.0006905339660024879,0.9399609375,0.941875
1536,0.5,alpha=0.5,test,0.5328414514660835,0.038167585418874356,0.47994387686252593,0.5857390260696411,0.839,0.008485281374238578,0.82724,0.85076
1536,0.5,alpha=0.5,train,0.18142158538103104,0.040906540516203314,0.12472801268100739,0.23811515808105468,0.9501953125,0.00966747552403483,0.936796875,0.96359375
1792,0.5,alpha=0.5,test,0.5269571468234062,0.002883065709099834,0.5229614216089249,0.5309528720378875,0.8425,0.0035355339059327407,0.8376,0.8474
1792,0.5,alpha=0.5,train,0.16134612262248993,0.01862224783975044,0.13553700387477874,0.18715524137020112,0.95556640625,0.007595873626027366,0.9450390625,0.96609375
2048,0.5,alpha=0.5,test,0.5290371626615524,0.013166865135621595,0.5107888185977936,0.5472855067253113,0.8485,0.0035355339059327407,0.8436,0.8534
2048,0.5,alpha=0.5,train,0.11783718690276146,0.0025119152927568374,0.11435584992170333,0.12131852388381958,0.9658203125,0.0027621358640099515,0.9619921875,0.9696484375
0,1.0,alpha=1,test,1.6797226071357727,0.0,1.6797226071357727,1.6797226071357727,0.42,0.0,0.42,0.42
0,1.0,alpha=1,train,1.502942681312561,0.0,1.502942681312561,1.502942681312561,0.4970703125,0.0,0.4970703125,0.4970703125
256,1.0,alpha=1,test,1.9200314283370972,1.2091676270810492,0.24421059608459506,3.5958522605895995,0.488,0.20223253941935262,0.20771999999999996,0.7682800000000001
256,1.0,alpha=1,train,1.710916131734848,1.2657745957006974,-0.04335795640945439,3.46519021987915,0.56494140625,0.24652062586288814,0.22328125000000004,0.9066015624999999
512,1.0,alpha=1,test,1.0208411067724228,0.3015463079466803,0.6029192459583284,1.4387629675865172,0.657,0.10748023074035525,0.50804,0.80596
512,1.0,alpha=1,train,0.778049647808075,0.31697506800133607,0.33874461650848386,1.217354679107666,0.7626953125,0.11462863835641297,0.603828125,0.9215625
768,1.0,alpha=1,test,0.7010503262281418,0.06600645340742646,0.6095700490474701,0.7925306034088134,0.7585,0.02333452377915609,0.7261599999999999,0.79084
768,1.0,alpha=1,train,0.4200199842453003,0.06479024287337184,0.33022528886795044,0.5098146796226501,0.87451171875,0.01588228121805722,0.8525,0.8965234375
1024,1.0,alpha=1,test,0.7693017572164536,0.11028188635551468,0.6164588606357575,0.9221446537971496,0.76,0.04242640687119289,0.7011999999999999,0.8188000000000001
1024,1.0,alpha=1,train,0.5547146499156952,0.16252208322122189,0.329470534324646,0.7799587655067444,0.85546875,0.0510995134841841,0.7846484375,0.9262890625
1280,1.0,alpha=1,test,0.596847653388977,0.07430868714107215,0.4938610672950745,0.6998342394828796,0.8105,0.03606244584051388,0.7605200000000001,0.8604799999999999
1280,1.0,alpha=1,train,0.29980529099702835,0.11682768178760526,0.13789038479328156,0.4617201972007752,0.90576171875,0.029692960538106977,0.864609375,0.9469140625
1536,1.0,alpha=1,test,0.5511212944984436,0.026905367977596444,0.513832356929779,0.5884102320671082,0.8374999999999999,0.00777817459305203,0.8267199999999999,0.8482799999999999
1536,1.0,alpha=1,train,0.22379878163337708,0.004551016702206338,0.21749139428138733,0.23010616898536682,0.93408203125,0.0020716018980074633,0.9312109375,0.936953125
1792,1.0,alpha=1,test,0.5560135096311569,0.035709907851794974,0.5065221023559571,0.6055049169063568,0.833,0.02545584412271573,0.79772,0.8682799999999999
1792,1.0,alpha=1,train,0.23242688924074173,0.11519048745719958,0.07278101861476899,0.39207275986671447,0.92822265625,0.031074028470111953,0.88515625,0.9712890625
2048,1.0,alpha=1,test,1.0305624455213547,0.7158641587372624,0.038425339460372965,2.0226995515823365,0.6659999999999999,0.23617366491630684,0.33868,0.9933199999999999
2048,1.0,alpha=1,train,0.8375215977430344,0.8519194119396436,-0.34317846894264203,2.0182216644287108,0.74560546875,0.253425965522913,0.39437500000000003,1.0968359374999999
