method,step,mean,std,skewness,kurtosis,kl_to_empirical
empirical_sgd_increment,0,-0.049928128479342256,0.03978393079768357,-2.0154932715217004,9.29467908053652,0.0
gaussian_corrected_langevin,0,-0.04964103909572011,0.03983234733016422,0.013173156685950854,3.0597169835492073,0.5141971045945979
