run,flat_displacement,sharp_displacement,total_displacement,final_train_loss,final_test_loss,generalization_gap
85,0.0012324723647907376,0.2607249915599823,3.7285375595092773,1.0032051801681519,1.1499788165092468,0.14677363634109497
86,0.0011409248691052198,0.25362086296081543,3.7518632411956787,1.000331997871399,1.1388806104660034,0.1385486125946045
87,0.0013791925739496946,0.28988564014434814,3.7262508869171143,1.0044804811477661,1.148754894733429,0.14427441358566284
88,0.0011732984567061067,0.2824159264564514,3.734036922454834,1.000898838043213,1.1445712447166443,0.1436724066734314
89,0.0011224944610148668,0.2915022075176239,3.7336442470550537,1.0020575523376465,1.1419423818588257,0.1398848295211792
90,0.001186799956485629,0.2600107192993164,3.7424073219299316,1.000404715538025,1.1419036388397217,0.14149892330169678
91,0.0012963898479938507,0.2759118676185608,3.7502894401550293,1.0000433921813965,1.144885003566742,0.14484161138534546
92,0.0010984329273924232,0.24677887558937073,3.7247118949890137,1.0044361352920532,1.1452732682228088,0.14083713293075562
93,0.0012860281858593225,0.2689265012741089,3.7563235759735107,0.9996419548988342,1.1393517851829529,0.13970983028411865
94,0.0011810683645308018,0.2708002030849457,3.744105815887451,1.0021061897277832,1.1381997466087341,0.13609355688095093
95,0.0013219070388004184,0.2431410849094391,3.72505259513855,1.0030947923660278,1.1406851410865784,0.13759034872055054
96,0.001264330348931253,0.26544925570487976,3.7485604286193848,1.0021121501922607,1.14841228723526,0.14630013704299927
97,0.0011847441783174872,0.27210524678230286,3.750689744949341,1.000765323638916,1.1398884057998657,0.1391230821609497
98,0.0011751120910048485,0.2873845100402832,3.7318477630615234,1.0021157264709473,1.145262062549591,0.1431463360786438
99,0.0015247853007167578,0.2688555419445038,3.725950002670288,1.0045753717422485,1.1453139185905457,0.14073854684829712
100,0.0013829630333930254,0.26639634370803833,3.729130744934082,1.0026394128799438,1.1438511610031128,0.14121174812316895
101,0.0011941432021558285,0.2446458339691162,3.7598397731781006,1.0008081197738647,1.1455445885658264,0.14473646879196167
102,0.0013553709723055363,0.2664315104484558,3.7314298152923584,1.001753807067871,1.142747163772583,0.14099335670471191
103,0.0012114624259993434,0.2621578574180603,3.747596263885498,1.0006526708602905,1.1401198506355286,0.13946717977523804
104,0.0013505693059414625,0.2640238106250763,3.7459681034088135,1.0025296211242676,1.143616795539856,0.14108717441558838
105,0.0014335628366097808,0.265255868434906,3.737753391265869,1.0011756420135498,1.1428713202476501,0.14169567823410034
106,0.0012922757305204868,0.2855250835418701,3.7257633209228516,1.0037273168563843,1.1469201445579529,0.1431928277015686
107,0.0014461507089436054,0.28100356459617615,3.75166654586792,0.9986763596534729,1.1418555974960327,0.14317923784255981
108,0.000991076696664095,0.263353556394577,3.7709152698516846,0.999153733253479,1.1401124596595764,0.1409587264060974
109,0.001137645565904677,0.267257958650589,3.7257239818573,1.0037425756454468,1.1464492678642273,0.14270669221878052
110,0.0013511162251234055,0.27022355794906616,3.765303134918213,1.0013957023620605,1.1522569060325623,0.1508612036705017
