alpha,seed,method,final_train_loss,final_test_loss,final_train_accuracy,final_test_accuracy,generalization_gap,final_displacement_norm,diverged
0.0,52,alpha=0,2.281531572341919,2.3025219440460205,0.13671875,0.13671875,0.020990371704101562,0.1724235564470291,False
0.0,152,alpha=0,2.281531572341919,2.3025219440460205,0.13671875,0.13671875,0.020990371704101562,0.1724235564470291,False
0.1,52,alpha=0.1,2.2816007137298584,2.3027350902557373,0.13671875,0.13671875,0.021134376525878906,0.16805796325206757,False
0.1,152,alpha=0.1,2.281562566757202,2.30264949798584,0.13671875,0.13671875,0.021086931228637695,0.17083293199539185,False
0.5,52,alpha=0.5,2.2820310592651367,2.3037309646606445,0.13671875,0.13671875,0.021699905395507812,0.15723219513893127,False
0.5,152,alpha=0.5,2.2817718982696533,2.3032405376434326,0.13671875,0.13671875,0.021468639373779297,0.16818417608737946,False
1.0,52,alpha=1,2.282909393310547,2.3052971363067627,0.13671875,0.13671875,0.02238774299621582,0.16065600514411926,False
1.0,152,alpha=1,2.282222032546997,2.304159641265869,0.13671875,0.13671875,0.02193760871887207,0.17340752482414246,False
