alpha,seed,method,final_train_loss,final_test_loss,final_train_accuracy,final_test_accuracy,generalization_gap,final_displacement_norm,diverged
0.0,53,alpha=0,2.2820773124694824,2.30334210395813,0.13671875,0.13671875,0.02126479148864746,0.1653909683227539,False
0.0,153,alpha=0,2.2820773124694824,2.30334210395813,0.13671875,0.13671875,0.02126479148864746,0.1653909683227539,False
0.1,53,alpha=0.1,2.2820827960968018,2.3033900260925293,0.13671875,0.13671875,0.02130722999572754,0.16498848795890808,False
0.1,153,alpha=0.1,2.2820792198181152,2.3033485412597656,0.13671875,0.13671875,0.02126932144165039,0.16528932750225067,False
0.5,53,alpha=0.5,2.2821061611175537,2.3035852909088135,0.13671875,0.13671875,0.021479129791259766,0.16344085335731506,False
0.5,153,alpha=0.5,2.2820868492126465,2.303375482559204,0.13671875,0.13671875,0.021288633346557617,0.16495634615421295,False
1.0,53,alpha=1,2.2821402549743652,2.3038384914398193,0.13671875,0.13671875,0.0216982364654541,0.16167865693569183,False
1.0,153,alpha=1,2.282099962234497,2.3034095764160156,0.13671875,0.13671875,0.021309614181518555,0.16471733152866364,False
