method,step,mean,std,skewness,kurtosis,kl_to_empirical
empirical_sgd_increment,0,-0.05000906183204843,0.04004636412997226,-2.027602887041882,9.219502937023723,0.0
gaussian_corrected_langevin,0,-0.050011394639412884,0.040068088642459,0.0009684323159862717,3.0010796742390347,0.48855976567268333
