step,method,covariance_trace,relative_frobenius_error,mean_direction_variance,mean_projection,std_projection,ci95_low,ci95_high,mean_path_error_to_sgd
32,discrete_fp,0.1809592389241833,0.01807616075110557,0.030159873154030552,0.030159873154030552,0.0,0.0,0.0,0.01807616075110557
34,empirical_sgd,0.1742211780467921,0.0,0.029036863007798685,0.029036863007798685,0.0,0.0,0.0,0.0
34,standard_fp,0.15998127541064172,0.06258417121736488,0.02666354590177362,0.02666354590177362,0.0,0.0,0.0,0.06258417121736488
34,discrete_fp,0.17263515396895587,0.016666949248424046,0.028772525661492646,0.028772525661492646,0.0,0.0,0.0,0.016666949248424046
36,empirical_sgd,0.16751170585989816,0.0,0.02791861764331636,0.02791861764331636,0.0,0.0,0.0,0.0
36,standard_fp,0.15344656177612798,0.06575356764893765,0.025574426962687996,0.025574426962687996,0.0,0.0,0.0,0.06575356764893765
36,discrete_fp,0.1657296950132623,0.01902306356670471,0.027621615835543716,0.027621615835543716,0.0,0.0,0.0,0.01902306356670471
38,empirical_sgd,0.16099001768238577,0.0,0.02683166961373096,0.02683166961373096,0.0,0.0,0.0,0.0
38,standard_fp,0.14804117209753342,0.06097618803905036,0.024673528682922236,0.024673528682922236,0.0,0.0,0.0,0.06097618803905036
38,discrete_fp,0.1599965414505172,0.01505666514542232,0.026666090241752868,0.026666090241752868,0.0,0.0,0.0,0.01505666514542232
40,empirical_sgd,0.1555014281006954,0.0,0.025916904683449232,0.025916904683449232,0.0,0.0,0.0,0.0
40,standard_fp,0.14356832878880854,0.057642104858779936,0.023928054798134757,0.023928054798134757,0.0,0.0,0.0,0.057642104858779936
40,discrete_fp,0.15523402112233248,0.013844899568049667,0.02587233685372208,0.02587233685372208,0.0,0.0,0.0,0.013844899568049667
42,empirical_sgd,0.15097406352817733,0.0,0.02516234392136289,0.02516234392136289,0.0,0.0,0.0,0.0
42,standard_fp,0.13986624681176804,0.05388446150710095,0.023311041135294672,0.023311041135294672,0.0,0.0,0.0,0.05388446150710095
42,discrete_fp,0.15127625458889749,0.00971885138723477,0.025212709098149582,0.025212709098149582,0.0,0.0,0.0,0.00971885138723477
44,empirical_sgd,0.1472474625604658,0.0,0.024541243760077634,0.024541243760077634,0.0,0.0,0.0,0.0
44,standard_fp,0.13680160424819005,0.052469000037141424,0.02280026737469834,0.02280026737469834,0.0,0.0,0.0,0.052469000037141424
44,discrete_fp,0.14798635328899745,0.009662939168272192,0.02466439221483291,0.02466439221483291,0.0,0.0,0.0,0.009662939168272192
46,empirical_sgd,0.14457235673621815,0.0,0.02409539278936969,0.02409539278936969,0.0,0.0,0.0,0.0
46,standard_fp,0.1342643620362627,0.05204981924205892,0.022377393672710452,0.022377393672710452,0.0,0.0,0.0,0.05204981924205892
46,discrete_fp,0.14525108872214818,0.01061552731573124,0.024208514787024696,0.024208514787024696,0.0,0.0,0.0,0.01061552731573124
48,empirical_sgd,0.14375327833689566,0.0,0.023958879722815945,0.023958879722815945,0.0,0.0,0.0,0.0
48,standard_fp,0.1321636009017393,0.061863697391715405,0.022027266816956548,0.022027266816956548,0.0,0.0,0.0,0.061863697391715405
48,discrete_fp,0.14297664813249228,0.017032883715173947,0.02382944135541538,0.02382944135541538,0.0,0.0,0.0,0.017032883715173947
50,empirical_sgd,0.1421312370741057,0.0,0.023688539512350948,0.023688539512350948,0.0,0.0,0.0,0.0
50,standard_fp,0.1304241447578486,0.06296609038359854,0.021737357459641435,0.021737357459641435,0.0,0.0,0.0,0.06296609038359854
50,discrete_fp,0.14108521451277323,0.01738743089351371,0.023514202418795538,0.023514202418795538,0.0,0.0,0.0,0.01738743089351371
52,empirical_sgd,0.13934915119759758,0.0,0.02322485853293293,0.02322485853293293,0.0,0.0,0.0,0.0
52,standard_fp,0.1289838041572136,0.0559893865450955,0.021497300692868936,0.021497300692868936,0.0,0.0,0.0,0.0559893865450955
52,discrete_fp,0.13951218614995672,0.011393654316986029,0.02325203102499279,0.02325203102499279,0.0,0.0,0.0,0.011393654316986029
54,empirical_sgd,0.1380090107691177,0.0,0.02300150179485295,0.02300150179485295,0.0,0.0,0.0,0.0
54,standard_fp,0.12779111575221683,0.057630444934819926,0.021298519292036137,0.021298519292036137,0.0,0.0,0.0,0.057630444934819926
54,discrete_fp,0.13820390131228824,0.022284531256676805,0.02303398355204804,0.02303398355204804,0.0,0.0,0.0,0.022284531256676805
56,empirical_sgd,0.13632357120322589,0.0,0.02272059520053765,0.02272059520053765,0.0,0.0,0.0,0.0
56,standard_fp,0.1268034827372544,0.05477306367343249,0.021133913789542397,0.021133913789542397,0.0,0.0,0.0,0.05477306367343249
56,discrete_fp,0.13711576749140475,0.02190703662065554,0.022852627915234125,0.022852627915234125,0.0,0.0,0.0,0.02190703662065554
58,empirical_sgd,0.13471527023084104,0.0,0.022452545038473506,0.022452545038473506,0.0,0.0,0.0,0.0
58,standard_fp,0.12598564188330869,0.050006324707419364,0.020997606980551448,0.020997606980551448,0.0,0.0,0.0,0.050006324707419364
58,discrete_fp,0.13621071805067395,0.019377110656776445,0.022701786341778992,0.022701786341778992,0.0,0.0,0.0,0.019377110656776445
60,empirical_sgd,0.13428107634339767,0.0,0.022380179390566277,0.022380179390566277,0.0,0.0,0.0,0.0
60,standard_fp,0.12530839796880258,0.05245851348016807,0.02088473299480043,0.02088473299480043,0.0,0.0,0.0,0.05245851348016807
60,discrete_fp,0.1354579359030653,0.02043156784051583,0.02257632265051088,0.02257632265051088,0.0,0.0,0.0,0.02043156784051583
62,empirical_sgd,0.13304043141480681,0.0,0.022173405235801136,0.022173405235801136,0.0,0.0,0.0,0.0
62,standard_fp,0.12474757793230717,0.05250383634722985,0.020791262988717862,0.020791262988717862,0.0,0.0,0.0,0.05250383634722985
62,discrete_fp,0.1348317962088965,0.028079093377267328,0.02247196603481608,0.02247196603481608,0.0,0.0,0.0,0.028079093377267328
64,empirical_sgd,0.13352825233972315,0.0,0.022254708723287192,0.022254708723287192,0.0,0.0,0.0,0.0
64,standard_fp,0.12428316602078102,0.05569394326049501,0.020713861003463504,0.020713861003463504,0.0,0.0,0.0,0.05569394326049501
64,discrete_fp,0.1343109894483866,0.02303954466579989,0.022385164908064432,0.022385164908064432,0.0,0.0,0.0,0.02303954466579989
66,empirical_sgd,0.13280557744297838,0.0,0.022134262907163065,0.022134262907163065,0.0,0.0,0.0,0.0
66,standard_fp,0.12389858828526726,0.05548320563855315,0.02064976471421121,0.02064976471421121,0.0,0.0,0.0,0.05548320563855315
66,discrete_fp,0.13387779347599252,0.026211224438971826,0.022312965579332086,0.022312965579332086,0.0,0.0,0.0,0.026211224438971826
68,empirical_sgd,0.13084262575696898,0.0,0.021807104292828162,0.021807104292828162,0.0,0.0,0.0,0.0
68,standard_fp,0.12358012045192668,0.04938393079280501,0.02059668674198778,0.02059668674198778,0.0,0.0,0.0,0.04938393079280501
68,discrete_fp,0.13351746888246718,0.031043921552355754,0.022252911480411197,0.022252911480411197,0.0,0.0,0.0,0.031043921552355754
70,empirical_sgd,0.131485272896991,0.0,0.0219142121494985,0.0219142121494985,0.0,0.0,0.0,0.0
70,standard_fp,0.12331639779273199,0.051309898976162345,0.02055273296545533,0.02055273296545533,0.0,0.0,0.0,0.051309898976162345
70,discrete_fp,0.13321775656490842,0.023286437550012477,0.022202959427484736,0.022202959427484736,0.0,0.0,0.0,0.023286437550012477
72,empirical_sgd,0.13176670660680662,0.0,0.021961117767801103,0.021961117767801103,0.0,0.0,0.0,0.0
72,standard_fp,0.12309800936839124,0.051868895099611914,0.020516334894731873,0.020516334894731873,0.0,0.0,0.0,0.051868895099611914
72,discrete_fp,0.13296846010342395,0.01682376040856953,0.022161410017237326,0.022161410017237326,0.0,0.0,0.0,0.01682376040856953
74,empirical_sgd,0.13146634589257022,0.0,0.021911057648761705,0.021911057648761705,0.0,0.0,0.0,0.0
74,standard_fp,0.12291716208749451,0.05468209717790367,0.020486193681249085,0.020486193681249085,0.0,0.0,0.0,0.05468209717790367
74,discrete_fp,0.13276109855715623,0.025157045929791053,0.02212684975952604,0.02212684975952604,0.0,0.0,0.0,0.025157045929791053
76,empirical_sgd,0.13233132529545183,0.0,0.022055220882575305,0.022055220882575305,0.0,0.0,0.0,0.0
76,standard_fp,0.12276740255114588,0.05675400540036074,0.02046123375852431,0.02046123375852431,0.0,0.0,0.0,0.05675400540036074
76,discrete_fp,0.1325886177632709,0.017169894403444522,0.022098102960545152,0.022098102960545152,0.0,0.0,0.0,0.017169894403444522
78,empirical_sgd,0.13242449005813434,0.0,0.02207074834302239,0.02207074834302239,0.0,0.0,0.0,0.0
78,standard_fp,0.1226433867333462,0.056736695269107865,0.0204405644555577,0.0204405644555577,0.0,0.0,0.0,0.056736695269107865
78,discrete_fp,0.13244515025659992,0.012028229413958926,0.02207419170943332,0.02207419170943332,0.0,0.0,0.0,0.012028229413958926
80,empirical_sgd,0.13143576484371988,0.0,0.021905960807286646,0.021905960807286646,0.0,0.0,0.0,0.0
80,standard_fp,0.1225406892649797,0.05485504518100599,0.02042344821082995,0.02042344821082995,0.0,0.0,0.0,0.05485504518100599
80,discrete_fp,0.13232581560722315,0.02113105780260049,0.02205430260120386,0.02205430260120386,0.0,0.0,0.0,0.02113105780260049
82,empirical_sgd,0.1317388493076081,0.0,0.02195647488460135,0.02195647488460135,0.0,0.0,0.0,0.0
82,standard_fp,0.12245564550840826,0.05619245904584336,0.020409274251401377,0.020409274251401377,0.0,0.0,0.0,0.05619245904584336
82,discrete_fp,0.13222655436314146,0.018842769813026305,0.022037759060523576,0.022037759060523576,0.0,0.0,0.0,0.018842769813026305
84,empirical_sgd,0.13129223705974513,0.0,0.021882039509957523,0.021882039509957523,0.0,0.0,0.0,0.0
84,standard_fp,0.12238522078309344,0.05373546895076257,0.02039753679718224,0.02039753679718224,0.0,0.0,0.0,0.05373546895076257
84,discrete_fp,0.13214398993706983,0.017749056091482224,0.022023998322844972,0.022023998322844972,0.0,0.0,0.0,0.017749056091482224
86,empirical_sgd,0.1324689035614779,0.0,0.02207815059357965,0.02207815059357965,0.0,0.0,0.0,0.0
86,standard_fp,0.12232690207337664,0.05903671025139736,0.02038781701222944,0.02038781701222944,0.0,0.0,0.0,0.05903671025139736
86,discrete_fp,0.13207531373204828,0.012027788701954024,0.022012552288674714,0.022012552288674714,0.0,0.0,0.0,0.012027788701954024
88,empirical_sgd,0.13312254381099126,0.0,0.022187090635165208,0.022187090635165208,0.0,0.0,0.0,0.0
88,standard_fp,0.12227860835283469,0.06387060544620692,0.020379768058805783,0.020379768058805783,0.0,0.0,0.0,0.06387060544620692
88,discrete_fp,0.13201818959405254,0.018984519343493583,0.022003031599008755,0.022003031599008755,0.0,0.0,0.0,0.018984519343493583
90,empirical_sgd,0.1333129731924111,0.0,0.022218828865401847,0.022218828865401847,0.0,0.0,0.0,0.0
90,standard_fp,0.12223861632451818,0.06458541616420342,0.02037310272075303,0.02037310272075303,0.0,0.0,0.0,0.06458541616420342
90,discrete_fp,0.13197067433896403,0.019390153539206947,0.021995112389827338,0.021995112389827338,0.0,0.0,0.0,0.019390153539206947
92,empirical_sgd,0.13176008558296776,0.0,0.02196001426382796,0.02196001426382796,0.0,0.0,0.0,0.0
92,standard_fp,0.12220549892680044,0.05722669138538985,0.02036758315446674,0.02036758315446674,0.0,0.0,0.0,0.05722669138538985
92,discrete_fp,0.13193115164906916,0.02010430821118419,0.02198852527484486,0.02198852527484486,0.0,0.0,0.0,0.02010430821118419
94,empirical_sgd,0.13306499657015147,0.0,0.022177499428358578,0.022177499428358578,0.0,0.0,0.0,0.0
94,standard_fp,0.12217807441027136,0.06431426168617098,0.020363012401711893,0.020363012401711893,0.0,0.0,0.0,0.06431426168617098
94,discrete_fp,0.13189827708963608,0.02355464504418134,0.021983046181606014,0.021983046181606014,0.0,0.0,0.0,0.02355464504418134
96,empirical_sgd,0.13209006927998912,0.0,0.022015011546664853,0.022015011546664853,0.0,0.0,0.0,0.0
96,standard_fp,0.12215536416842514,0.057839461425540625,0.02035922736140419,0.02035922736140419,0.0,0.0,0.0,0.057839461425540625
96,discrete_fp,0.131870932374731,0.014502513525166162,0.021978488729121833,0.021978488729121833,0.0,0.0,0.0,0.014502513525166162
98,empirical_sgd,0.13110621913693302,0.0,0.02185103652282217,0.02185103652282217,0.0,0.0,0.0,0.0
98,standard_fp,0.12213655781731536,0.05592320878347526,0.02035609296955256,0.02035609296955256,0.0,0.0,0.0,0.05592320878347526
98,discrete_fp,0.1318481873262658,0.020961716650262207,0.021974697887710965,0.021974697887710965,0.0,0.0,0.0,0.020961716650262207
100,empirical_sgd,0.13147509275581165,0.0,0.02191251545930194,0.02191251545930194,0.0,0.0,0.0,0.0
100,standard_fp,0.12212098427805262,0.05520288197267894,0.02035349737967544,0.02035349737967544,0.0,0.0,0.0,0.05520288197267894
100,discrete_fp,0.13182926823208474,0.013556739310341836,0.021971544705347457,0.021971544705347457,0.0,0.0,0.0,0.013556739310341836
