step,method,mean,variance,mean_error_to_sgd,variance_error_to_sgd
23,standard_langevin,-0.31958680178988896,0.046262290594317086,0.0029244428034919667,0.0013827676047555165
23,drift_corrected_langevin,-0.31802254357118737,0.04744023662083018,0.0013601845847903693,0.0002048215782424201
24,exact_sgd,-0.3252186496862457,0.04645308967026579,0.0,0.0
24,standard_langevin,-0.3279543751243111,0.04499117271306522,0.002735725438065384,0.0014619169572005694
24,drift_corrected_langevin,-0.32640910145420626,0.04616190274109044,0.0011904517679605653,0.00029118692917535355
25,exact_sgd,-0.3333669476970791,0.045113257199130785,0.0,0.0
25,standard_langevin,-0.3359047273677961,0.04378992277610758,0.0025377796707169997,0.0013233344230232022
25,drift_corrected_langevin,-0.3346146027373624,0.04473814065387188,0.0012476550402832909,0.00037511654525890226
26,exact_sgd,-0.34115050919773854,0.04394972022687266,0.0,0.0
26,standard_langevin,-0.34355598823014016,0.04252687014879096,0.002405479032401625,0.0014228500780816972
26,drift_corrected_langevin,-0.3424501186135345,0.04328430912272711,0.001299609415795988,0.000665411104145544
27,exact_sgd,-0.3488029994258006,0.04243215539871296,0.0,0.0
27,standard_langevin,-0.3508534184730115,0.04099557818966059,0.002050419047210872,0.001436577209052367
27,drift_corrected_langevin,-0.3493740924623986,0.04181231617214542,0.0005710930365979694,0.0006198392265675395
28,exact_sgd,-0.35555320819695385,0.04098630708507956,0.0,0.0
28,standard_langevin,-0.35751902470608177,0.039584412158478195,0.0019658165091279156,0.0014018949266013658
28,drift_corrected_langevin,-0.3560386970524529,0.04026387726930314,0.00048548885549903886,0.0007224298157764222
29,exact_sgd,-0.3621356126147877,0.03955219962103895,0.0,0.0
29,standard_langevin,-0.36399993918720364,0.03827645015743677,0.0018643265724159197,0.001275749463602184
29,drift_corrected_langevin,-0.3620613194038591,0.0388768254706097,7.429321092861096e-05,0.0006753741504292518
30,exact_sgd,-0.36807763425361306,0.03815705470608812,0.0,0.0
30,standard_langevin,-0.37016172056696983,0.03701159562987352,0.00208408631335677,0.0011454590762145986
30,drift_corrected_langevin,-0.3683024750018917,0.037245200122519626,0.00022484074827866518,0.0009118545835684957
31,exact_sgd,-0.3731916894837344,0.03677989511479414,0.0,0.0
31,standard_langevin,-0.3758227997177668,0.035711271736054644,0.0026311102340323966,0.0010686233787394958
31,drift_corrected_langevin,-0.37365414148915393,0.03585575808563516,0.0004624520054195558,0.0009241370291589793
32,exact_sgd,-0.37857786501839874,0.03568860526662612,0.0,0.0
32,standard_langevin,-0.381054220691151,0.034328817030492335,0.002476355672752284,0.0013597882361337868
32,drift_corrected_langevin,-0.37902073437648776,0.03436269589988264,0.0004428693580890153,0.001325909366743483
33,exact_sgd,-0.3833785756014323,0.03421302320208442,0.0,0.0
33,standard_langevin,-0.38615093947090606,0.03298367347623897,0.0027723638694737707,0.0012293497258454508
33,drift_corrected_langevin,-0.3840350315864581,0.033077838357098314,0.0006564559850257834,0.0011351848449861063
34,exact_sgd,-0.3881598036834186,0.03288043464105435,0.0,0.0
34,standard_langevin,-0.39104514311743,0.03164613175483846,0.002885339434011369,0.001234302886215892
34,drift_corrected_langevin,-0.38889816376145026,0.03171244897704771,0.0007383600780316302,0.0011679856640066377
35,exact_sgd,-0.39309155089968734,0.03157166255401992,0.0,0.0
35,standard_langevin,-0.3954093672898348,0.030299236899879095,0.0023178163901474425,0.0012724256541408255
35,drift_corrected_langevin,-0.39366670036868023,0.030302597618567705,0.0005751494689928971,0.001269064935452216
36,exact_sgd,-0.3976053212550565,0.03024610470872954,0.0,0.0
36,standard_langevin,-0.39978886027302424,0.029066463033655295,0.0021835390179677505,0.0011796416750742451
36,drift_corrected_langevin,-0.398077376607859,0.028972570206780953,0.0004720553528025362,0.0012735345019485866
37,exact_sgd,-0.4015917292530891,0.029077402516018515,0.0,0.0
37,standard_langevin,-0.4037998292010947,0.027763025951011183,0.002208099948005582,0.0013143765650073316
37,drift_corrected_langevin,-0.402251277412525,0.02767748355420613,0.0006595481594358632,0.0013999189618123832
38,exact_sgd,-0.4059436477202628,0.02791869048289758,0.0,0.0
38,standard_langevin,-0.4073688001648494,0.026495822573240572,0.0014251524445865749,0.0014228679096570072
38,drift_corrected_langevin,-0.4066496353643521,0.02659012567716896,0.0007059876440893009,0.00132856480572862
39,exact_sgd,-0.40963522066981506,0.026679559610444506,0.0,0.0
39,standard_langevin,-0.4113201620557992,0.025217750801822248,0.001684941385984129,0.001461808808622258
39,drift_corrected_langevin,-0.41046668679099274,0.02531375416255851,0.0008314661211776819,0.0013658054478859968
40,exact_sgd,-0.41293766044167596,0.025490920857547554,0.0,0.0
40,standard_langevin,-0.41517377536374067,0.024044728395398604,0.0022361149220647136,0.00144619246214895
40,drift_corrected_langevin,-0.41379624328029097,0.02411305164430282,0.0008585828386150074,0.0013778692132447347
41,exact_sgd,-0.4157960174179525,0.02432437053170015,0.0,0.0
41,standard_langevin,-0.4186405877370339,0.02290434504176888,0.002844570319081363,0.001420025489931271
41,drift_corrected_langevin,-0.4169930122005702,0.022948979000581203,0.0011969947826176996,0.0013753915311189475
42,exact_sgd,-0.4191769881752367,0.023272999872864592,0.0,0.0
42,standard_langevin,-0.42154840267825705,0.021821249301746167,0.0023714145030203637,0.001451750571118425
42,drift_corrected_langevin,-0.42022047762283293,0.02182776648250807,0.0010434894475962464,0.001445233390356522
43,exact_sgd,-0.422089563154205,0.022241348810170248,0.0,0.0
43,standard_langevin,-0.4244057452378868,0.020712427552866865,0.002316182083681839,0.0015289212573033825
43,drift_corrected_langevin,-0.42331630030644884,0.02083668033050648,0.001226737152243862,0.0014046684796637683
44,exact_sgd,-0.42475544155493844,0.021169820954830013,0.0,0.0
44,standard_langevin,-0.42700108266800424,0.01976484329530729,0.0022456411130657994,0.0014049776595227229
44,drift_corrected_langevin,-0.4263712821455855,0.019800228339978226,0.0016158405906470663,0.0013695926148517869
45,exact_sgd,-0.4275255733818449,0.02015759970223683,0.0,0.0
45,standard_langevin,-0.4295083545082759,0.01882602844017739,0.0019827811264310213,0.0013315712620594403
45,drift_corrected_langevin,-0.42912819689045173,0.018788304290924422,0.0016026235086068485,0.0013692954113124073
46,exact_sgd,-0.4299178217625738,0.01917476554269084,0.0,0.0
46,standard_langevin,-0.4318022036792778,0.0179306686529577,0.001884381916703981,0.0012440968897331414
46,drift_corrected_langevin,-0.43180887433932647,0.017948011921163354,0.0018910525767526498,0.0012267536215274863
47,exact_sgd,-0.43243470995789624,0.01824625232798555,0.0,0.0
47,standard_langevin,-0.43392325271024856,0.017149086584628815,0.0014885427523523287,0.0010971657433567344
47,drift_corrected_langevin,-0.434269724400566,0.017067105040574227,0.0018350144426697579,0.0011791472874113224
48,exact_sgd,-0.43489661907720273,0.01740370326307302,0.0,0.0
48,standard_langevin,-0.4361614545680007,0.01627316745768273,0.0012648354907979775,0.0011305358053902911
48,drift_corrected_langevin,-0.43664103471401494,0.01622551174507987,0.0017444156368122132,0.0011781915179931504
49,exact_sgd,-0.43698416246161526,0.016467152393911576,0.0,0.0
49,standard_langevin,-0.43851995181425135,0.015449743081541371,0.0015357893526360966,0.0010174093123702047
49,drift_corrected_langevin,-0.4390895282112444,0.015381260345692194,0.0021053657496291622,0.0010858920482193814
50,exact_sgd,-0.4387606761498294,0.01563089313823228,0.0,0.0
50,standard_langevin,-0.4404062464232584,0.014594433008758463,0.0016455702734289868,0.0010364601294738165
50,drift_corrected_langevin,-0.4408750153548109,0.014571932525599263,0.002114339204981497,0.0010589606126330166
50,hist_exact_sgd,-0.8935,0.0,0.0,0.0
50,hist_standard_langevin,-0.8935,0.0,0.0,0.0
50,hist_drift_corrected_langevin,-0.8935,0.0,0.0,0.0
50,hist_exact_sgd,-0.8805000000000001,0.0,0.0,0.0
50,hist_standard_langevin,-0.8805000000000001,0.0,0.0,0.0
50,hist_drift_corrected_langevin,-0.8805000000000001,0.0,0.0,0.0
50,hist_exact_sgd,-0.8674999999999999,0.0,0.0,0.0
50,hist_standard_langevin,-0.8674999999999999,0.0,0.0,0.0
50,hist_drift_corrected_langevin,-0.8674999999999999,0.0,0.0,0.0
50,hist_exact_sgd,-0.8545,0.0,0.0,0.0
50,hist_standard_langevin,-0.8545,0.0,0.0,0.0
50,hist_drift_corrected_langevin,-0.8545,0.0,0.0,0.0
50,hist_exact_sgd,-0.8414999999999999,0.0,0.0,0.0
50,hist_standard_langevin,-0.8414999999999999,0.0,0.0,0.0
50,hist_drift_corrected_langevin,-0.8414999999999999,0.0,0.0,0.0
50,hist_exact_sgd,-0.8285,0.0,0.0,0.0
50,hist_standard_langevin,-0.8285,0.0,0.0,0.0
50,hist_drift_corrected_langevin,-0.8285,0.0,0.0,0.0
50,hist_exact_sgd,-0.8155000000000001,0.0,0.0,0.0
50,hist_standard_langevin,-0.8155000000000001,0.0,0.0,0.0
50,hist_drift_corrected_langevin,-0.8155000000000001,0.0,0.0,0.0
50,hist_exact_sgd,-0.8025,0.0,0.0,0.0
50,hist_standard_langevin,-0.8025,0.0,0.0,0.0
50,hist_drift_corrected_langevin,-0.8025,0.0,0.0,0.0
50,hist_exact_sgd,-0.7895000000000001,0.0,0.0,0.0
50,hist_standard_langevin,-0.7895000000000001,0.0,0.0,0.0
50,hist_drift_corrected_langevin,-0.7895000000000001,0.0,0.0,0.0
50,hist_exact_sgd,-0.7765,0.0,0.0,0.0
50,hist_standard_langevin,-0.7765,0.0,0.0,0.0
50,hist_drift_corrected_langevin,-0.7765,0.0,0.0,0.0
50,hist_exact_sgd,-0.7635000000000001,0.0,0.0,0.0
50,hist_standard_langevin,-0.7635000000000001,0.0,0.0,0.0
50,hist_drift_corrected_langevin,-0.7635000000000001,0.0,0.0,0.0
50,hist_exact_sgd,-0.7505,0.0,0.0,0.0
50,hist_standard_langevin,-0.7505,0.0,0.0,0.0
50,hist_drift_corrected_langevin,-0.7505,0.0,0.0,0.0
50,hist_exact_sgd,-0.7375,0.0,0.0,0.0
50,hist_standard_langevin,-0.7375,0.0,0.0,0.0
50,hist_drift_corrected_langevin,-0.7375,0.0,0.0,0.0
50,hist_exact_sgd,-0.7244999999999999,0.0,0.0,0.0
50,hist_standard_langevin,-0.7244999999999999,0.0,0.0,0.0
50,hist_drift_corrected_langevin,-0.7244999999999999,0.0,0.0,0.0
50,hist_exact_sgd,-0.7115,0.0,0.0,0.0
50,hist_standard_langevin,-0.7115,0.0,0.0,0.0
50,hist_drift_corrected_langevin,-0.7115,0.0,0.0,0.0
50,hist_exact_sgd,-0.6985,0.0,0.0,0.0
50,hist_standard_langevin,-0.6985,0.0,0.0,0.0
50,hist_drift_corrected_langevin,-0.6985,0.0,0.0,0.0
50,hist_exact_sgd,-0.6855,0.0,0.0,0.0
50,hist_standard_langevin,-0.6855,0.0,0.0,0.0
50,hist_drift_corrected_langevin,-0.6855,0.0,0.0,0.0
50,hist_exact_sgd,-0.6725000000000001,0.0,0.0,0.0
50,hist_standard_langevin,-0.6725000000000001,0.0,0.0,0.0
50,hist_drift_corrected_langevin,-0.6725000000000001,0.0,0.0,0.0
50,hist_exact_sgd,-0.6595,0.0,0.0,0.0
50,hist_standard_langevin,-0.6595,0.0,0.0,0.0
50,hist_drift_corrected_langevin,-0.6595,0.0,0.0,0.0
50,hist_exact_sgd,-0.6465000000000001,0.0,0.0,0.0
50,hist_standard_langevin,-0.6465000000000001,0.0,0.0,0.0
50,hist_drift_corrected_langevin,-0.6465000000000001,0.0,0.0,0.0
50,hist_exact_sgd,-0.6335,0.0,0.0,0.0
50,hist_standard_langevin,-0.6335,0.0,0.0,0.0
50,hist_drift_corrected_langevin,-0.6335,0.0,0.0,0.0
50,hist_exact_sgd,-0.6205,0.0,0.0,0.0
50,hist_standard_langevin,-0.6205,0.0,0.0,0.0
50,hist_drift_corrected_langevin,-0.6205,0.0,0.0,0.0
50,hist_exact_sgd,-0.6074999999999999,0.0,0.0,0.0
50,hist_standard_langevin,-0.6074999999999999,0.0,0.0,0.0
50,hist_drift_corrected_langevin,-0.6074999999999999,0.0,0.0,0.0
50,hist_exact_sgd,-0.5945,0.01538461538461537,0.0,0.0
50,hist_standard_langevin,-0.5945,0.007692307692307685,0.0,0.0
50,hist_drift_corrected_langevin,-0.5945,0.007692307692307685,0.0,0.0
50,hist_exact_sgd,-0.5814999999999999,0.046153846153846115,0.0,0.0
50,hist_standard_langevin,-0.5814999999999999,0.03076923076923074,0.0,0.0
50,hist_drift_corrected_langevin,-0.5814999999999999,0.0,0.0,0.0
50,hist_exact_sgd,-0.5685,0.30769230769231004,0.0,0.0
50,hist_standard_langevin,-0.5685,0.11538461538461627,0.0,0.0
50,hist_drift_corrected_langevin,-0.5685,0.10000000000000075,0.0,0.0
50,hist_exact_sgd,-0.5555,0.669230769230763,0.0,0.0
50,hist_standard_langevin,-0.5555,0.4461538461538419,0.0,0.0
50,hist_drift_corrected_langevin,-0.5555,0.31538461538461243,0.0,0.0
50,hist_exact_sgd,-0.5425,1.5769230769230889,0.0,0.0
50,hist_standard_langevin,-0.5425,1.207692307692317,0.0,0.0
50,hist_drift_corrected_langevin,-0.5425,1.1076923076923162,0.0,0.0
50,hist_exact_sgd,-0.5295,2.792307692307666,0.0,0.0
50,hist_standard_langevin,-0.5295,2.5846153846153603,0.0,0.0
50,hist_drift_corrected_langevin,-0.5295,2.3999999999999773,0.0,0.0
50,hist_exact_sgd,-0.5165,4.646153846153882,0.0,0.0
50,hist_standard_langevin,-0.5165,4.9615384615385,0.0,0.0
50,hist_drift_corrected_langevin,-0.5165,4.669230769230805,0.0,0.0
50,hist_exact_sgd,-0.5035000000000001,7.161538461538455,0.0,0.0
50,hist_standard_langevin,-0.5035000000000001,7.407692307692301,0.0,0.0
50,hist_drift_corrected_langevin,-0.5035000000000001,7.430769230769224,0.0,0.0
50,hist_exact_sgd,-0.4905,9.19999999999999,0.0,0.0
50,hist_standard_langevin,-0.4905,9.607692307692298,0.0,0.0
50,hist_drift_corrected_langevin,-0.4905,10.36923076923076,0.0,0.0
50,hist_exact_sgd,-0.4775,10.076923076923068,0.0,0.0
50,hist_standard_langevin,-0.4775,10.284615384615376,0.0,0.0
50,hist_drift_corrected_langevin,-0.4775,10.93076923076922,0.0,0.0
50,hist_exact_sgd,-0.46449999999999997,9.392307692307684,0.0,0.0
50,hist_standard_langevin,-0.46449999999999997,9.853846153846144,0.0,0.0
50,hist_drift_corrected_langevin,-0.46449999999999997,10.553846153846145,0.0,0.0
50,hist_exact_sgd,-0.4515,8.176923076923105,0.0,0.0
50,hist_standard_langevin,-0.4515,8.638461538461568,0.0,0.0
50,hist_drift_corrected_langevin,-0.4515,8.076923076923105,0.0,0.0
50,hist_exact_sgd,-0.4385,6.061538461538456,0.0,0.0
50,hist_standard_langevin,-0.4385,6.069230769230764,0.0,0.0
50,hist_drift_corrected_langevin,-0.4385,6.11538461538461,0.0,0.0
50,hist_exact_sgd,-0.4255,4.230769230769227,0.0,0.0
50,hist_standard_langevin,-0.4255,3.9307692307692275,0.0,0.0
50,hist_drift_corrected_langevin,-0.4255,3.8923076923076887,0.0,0.0
50,hist_exact_sgd,-0.4125,2.8769230769230743,0.0,0.0
50,hist_standard_langevin,-0.4125,2.5230769230769208,0.0,0.0
50,hist_drift_corrected_langevin,-0.4125,2.153846153846152,0.0,0.0
50,hist_exact_sgd,-0.39949999999999997,1.6615384615384672,0.0,0.0
50,hist_standard_langevin,-0.39949999999999997,1.361538461538466,0.0,0.0
50,hist_drift_corrected_langevin,-0.39949999999999997,1.1923076923076963,0.0,0.0
50,hist_exact_sgd,-0.3865,0.7846153846153839,0.0,0.0
50,hist_standard_langevin,-0.3865,0.953846153846153,0.0,0.0
50,hist_drift_corrected_langevin,-0.3865,0.7230769230769224,0.0,0.0
50,hist_exact_sgd,-0.3735,0.538461538461538,0.0,0.0
50,hist_standard_langevin,-0.3735,0.515384615384615,0.0,0.0
50,hist_drift_corrected_langevin,-0.3735,0.4384615384615381,0.0,0.0
50,hist_exact_sgd,-0.3605,0.3692307692307689,0.0,0.0
50,hist_standard_langevin,-0.3605,0.3307692307692305,0.0,0.0
50,hist_drift_corrected_langevin,-0.3605,0.2615384615384613,0.0,0.0
50,hist_exact_sgd,-0.3475,0.29230769230769205,0.0,0.0
50,hist_standard_langevin,-0.3475,0.2999999999999997,0.0,0.0
50,hist_drift_corrected_langevin,-0.3475,0.2538461538461536,0.0,0.0
50,hist_exact_sgd,-0.33449999999999996,0.2307692307692306,0.0,0.0
50,hist_standard_langevin,-0.33449999999999996,0.17692307692307677,0.0,0.0
50,hist_drift_corrected_langevin,-0.33449999999999996,0.29230769230769205,0.0,0.0
50,hist_exact_sgd,-0.32149999999999995,0.18461538461538446,0.0,0.0
50,hist_standard_langevin,-0.32149999999999995,0.15384615384615372,0.0,0.0
50,hist_drift_corrected_langevin,-0.32149999999999995,0.22307692307692287,0.0,0.0
50,hist_exact_sgd,-0.30849999999999994,0.23846153846153825,0.0,0.0
50,hist_standard_langevin,-0.30849999999999994,0.20769230769230748,0.0,0.0
50,hist_drift_corrected_langevin,-0.30849999999999994,0.2153846153846152,0.0,0.0
50,hist_exact_sgd,-0.29549999999999993,0.20769230769230748,0.0,0.0
50,hist_standard_langevin,-0.29549999999999993,0.19999999999999982,0.0,0.0
50,hist_drift_corrected_langevin,-0.29549999999999993,0.19230769230769212,0.0,0.0
50,hist_exact_sgd,-0.2824999999999999,0.13076923076923064,0.0,0.0
50,hist_standard_langevin,-0.2824999999999999,0.18461538461538446,0.0,0.0
50,hist_drift_corrected_langevin,-0.2824999999999999,0.18461538461538446,0.0,0.0
50,hist_exact_sgd,-0.26949999999999996,0.13076923076923178,0.0,0.0
50,hist_standard_langevin,-0.26949999999999996,0.16923076923077054,0.0,0.0
50,hist_drift_corrected_langevin,-0.26949999999999996,0.17692307692307827,0.0,0.0
50,hist_exact_sgd,-0.2565,0.13076923076923064,0.0,0.0
50,hist_standard_langevin,-0.2565,0.14615384615384602,0.0,0.0
50,hist_drift_corrected_langevin,-0.2565,0.16153846153846138,0.0,0.0
50,hist_exact_sgd,-0.2435,0.14615384615384602,0.0,0.0
50,hist_standard_langevin,-0.2435,0.1076923076923076,0.0,0.0
50,hist_drift_corrected_langevin,-0.2435,0.13846153846153833,0.0,0.0
50,hist_exact_sgd,-0.23049999999999998,0.09230769230769223,0.0,0.0
50,hist_standard_langevin,-0.23049999999999998,0.15384615384615372,0.0,0.0
50,hist_drift_corrected_langevin,-0.23049999999999998,0.06923076923076917,0.0,0.0
50,hist_exact_sgd,-0.21749999999999997,0.12307692307692296,0.0,0.0
50,hist_standard_langevin,-0.21749999999999997,0.20769230769230748,0.0,0.0
50,hist_drift_corrected_langevin,-0.21749999999999997,0.1076923076923076,0.0,0.0
50,hist_exact_sgd,-0.20449999999999996,0.09999999999999991,0.0,0.0
50,hist_standard_langevin,-0.20449999999999996,0.17692307692307677,0.0,0.0
50,hist_drift_corrected_langevin,-0.20449999999999996,0.14615384615384602,0.0,0.0
50,hist_exact_sgd,-0.19149999999999995,0.09230769230769223,0.0,0.0
50,hist_standard_langevin,-0.19149999999999995,0.1076923076923076,0.0,0.0
50,hist_drift_corrected_langevin,-0.19149999999999995,0.13846153846153833,0.0,0.0
50,hist_exact_sgd,-0.17849999999999994,0.17692307692307677,0.0,0.0
50,hist_standard_langevin,-0.17849999999999994,0.06923076923076917,0.0,0.0
50,hist_drift_corrected_langevin,-0.17849999999999994,0.12307692307692296,0.0,0.0
50,hist_exact_sgd,-0.16549999999999992,0.17692307692307677,0.0,0.0
50,hist_standard_langevin,-0.16549999999999992,0.1153846153846153,0.0,0.0
50,hist_drift_corrected_langevin,-0.16549999999999992,0.12307692307692296,0.0,0.0
50,hist_exact_sgd,-0.1524999999999999,0.17692307692307677,0.0,0.0
50,hist_standard_langevin,-0.1524999999999999,0.1153846153846153,0.0,0.0
50,hist_drift_corrected_langevin,-0.1524999999999999,0.1153846153846153,0.0,0.0
50,hist_exact_sgd,-0.13949999999999996,0.08461538461538527,0.0,0.0
50,hist_standard_langevin,-0.13949999999999996,0.1076923076923085,0.0,0.0
50,hist_drift_corrected_langevin,-0.13949999999999996,0.13846153846153952,0.0,0.0
50,hist_exact_sgd,-0.1265,0.14615384615384602,0.0,0.0
50,hist_standard_langevin,-0.1265,0.13846153846153833,0.0,0.0
50,hist_drift_corrected_langevin,-0.1265,0.16153846153846138,0.0,0.0
50,hist_exact_sgd,-0.11349999999999999,0.1153846153846153,0.0,0.0
50,hist_standard_langevin,-0.11349999999999999,0.13846153846153833,0.0,0.0
50,hist_drift_corrected_langevin,-0.11349999999999999,0.17692307692307677,0.0,0.0
50,hist_exact_sgd,-0.10049999999999998,0.12307692307692296,0.0,0.0
50,hist_standard_langevin,-0.10049999999999998,0.09999999999999991,0.0,0.0
50,hist_drift_corrected_langevin,-0.10049999999999998,0.13846153846153833,0.0,0.0
50,hist_exact_sgd,-0.08749999999999997,0.12307692307692296,0.0,0.0
50,hist_standard_langevin,-0.08749999999999997,0.13076923076923064,0.0,0.0
50,hist_drift_corrected_langevin,-0.08749999999999997,0.07692307692307686,0.0,0.0
50,hist_exact_sgd,-0.07449999999999996,0.13846153846153833,0.0,0.0
50,hist_standard_langevin,-0.07449999999999996,0.1076923076923076,0.0,0.0
50,hist_drift_corrected_langevin,-0.07449999999999996,0.17692307692307677,0.0,0.0
50,hist_exact_sgd,-0.061499999999999944,0.16923076923076907,0.0,0.0
