batch,diag_fraction,offdiag_fraction,offdiag_diag_ratio,diag_mass,offdiag_mass
0,0.7952364087104797,0.20476357638835907,0.5074324607849121,160681.6875,41373.5546875
1,0.7595399022102356,0.24046014249324799,0.562660276889801,179525.703125,56835.4296875
