direction_set,n,relative_error,log_correlation,log_mse,best_scalar,relative_error_best_scalar,permutation_pvalue_log_correlation
top_abs_eigenvalue,48.0,0.3734400336739057,0.1578492037312357,0.16944437105202734,1.0772714943122448,0.36743304177526376,0.18407960199004975
all_directions,960.0,51389.44588921794,-0.41568561821243144,33.46744413675143,1.762939055251634e-07,0.9999589605495305,1.0
random_directions,48.0,24350.803456984526,-0.2442563270800729,28.540010539704088,4.3693342009887114e-07,0.999943396955168,0.9552238805970149
hessian_noise_structure,2.0,0.5350463390350342,nan,nan,0.22261185944080353,0.23867531418800353,nan
top_abs_train_scalar_heldout,24.0,0.43114298582077026,-0.11382816664639721,nan,1.1505584578444426,0.43114298582077026,nan
