run,flat_displacement,sharp_displacement,total_displacement,final_train_loss,final_test_loss,generalization_gap
0,4.904646289105585e-08,0.13057437539100647,0.21256296336650848,2.277510404586792,2.3119471073150635,0.034436702728271484
1,4.8664229979067386e-08,0.13718034327030182,0.2190023511648178,2.2769322395324707,2.3119423389434814,0.03501009941101074
2,5.720995588376354e-08,0.10810770094394684,0.2124423086643219,2.277287483215332,2.3104095458984375,0.03312206268310547
3,1.6265266467030415e-08,0.11828167736530304,0.2030308097600937,2.2780346870422363,2.311221122741699,0.03318643569946289
4,6.90601353880993e-08,0.10659818351268768,0.19793319702148438,2.278477430343628,2.3145530223846436,0.036075592041015625
5,3.332463549554632e-08,0.12717358767986298,0.21311624348163605,2.2772939205169678,2.314948081970215,0.03765416145324707
6,2.6948944409355136e-08,0.10847782343626022,0.19418828189373016,2.2785236835479736,2.313319206237793,0.034795522689819336
7,5.323141394342201e-08,0.12028574198484421,0.21640314161777496,2.2769205570220947,2.3121397495269775,0.03521919250488281
