batch,diag_fraction,offdiag_fraction,offdiag_diag_ratio,diag_mass,offdiag_mass
0,0.6712161302566528,0.32878386974334717,0.6998807787895203,0.4818551540374756,0.23602861166000366
1,0.5395411252975464,0.46045881509780884,0.9238109588623047,0.36317697167396545,0.30994492769241333
2,0.7547296285629272,0.24527040123939514,0.5700682401657104,0.45258092880249023,0.1470787674188614
